Question_Title,Subject_Name,Group_Name,Answer_1,Answer_2,Answer_3,Answer_4,Answer_5,Answer_6,Correct_Answer
Which of the following layers of a thin shell bearing gives it its fatigue strength?,Motor,A,The overlay,The interlay,The backing,The barrier layer,,,1
Which of the bearings listed is most widely used for main and connecting rod bearings of modern diesel engines?,Motor,A,Steel-lined,"Poured Babbitt, self-aligning",Split roller,Precision insert,,,4
Which of the following statements is false?,Motor,A,The fuel oil sulfur level is one of the important criteria for choice of TBN level of cylinder oil.,The use of anti-polishing rings or flame rings increases the consumption of cylinder oil,Excessive cylinder oil feed can lead to harmful deposits in piston top land area,None of the above,,,2
"When preparing to light off a cold boiler equipped with a return flow fuel oil system, the recirculating valve directs the flow of oil",Motor,A,directly to the fuel oil heater inlet for further warm-up,back to the fuel oil settler for further filtration,back to the suction side of the service pump,directly to the deep tanks,,,3
"Prompt correction of speed of diesel engines driving alternators, without having massive fluctuations is ensured by incorporating:",Motor,A,Load limiting devices,Load sharing devices,Load sensing devices,Load shedding devices,,,3
"In a uniflow scavenged marine 2-stroke diesel engine, the scavenge ports in a cylinder liner are machined",Motor,A,"Only for a part of the circumference, at an angle almost tangential to the circumference of the liner",All around the circumference at right angles to the circumference of the liner,"only for a part of the circumference, at right angles to the circumference of the liner",All around the circumference at an angle almost tangential to the circumference of the liner,,,4
If the tappet clearance between the rocker arm tappet and exhaust valve stem is excessive then:,Motor,A,The valve will open early and close later,The valve will open later and close early,The valve will open and close later,The valve will open and close early,,,2
"In order to reduce thermal loading on the upper part of the liner and increase the effectiveness of cylinder lubrication, modern 2-stroke marine diesel engines are designed to have:",Motor,A,"Cermet coated piston rings, bore cooled liners and uniflow scavenging",High top land of piston crown and deeper cylinder cover with top land of crown extending into cylinder cover at TDC,Low top land of the piston crown with bore cooled cylinder liner,Bore cooled cylinder liner and bore cooled piston crown with toroidal shape combustion chamber,,,2
Which of the following conditions can lead to reduced power developed by a main engine?,Motor,A,High scavenge air temperature,Choked air suction filter of a turbocharger,Blow past in one or more units,All of the above.,,,4
Which of the following types of diagrams would give an indication of effectiveness of exhaust and scavenge processes?,Motor,A,Power card,Draw card,Light spring diagram,All of the above.,,,3
The arrangement used to protect overheating of the superheaters under fluctuating loads is called,Motor,A,De-superheater,Attemperator,Steam dumping valve,Feed heater,,,2
Piston rod stuffing box scraper rings butt clearances should:,Motor,A,Not to be allowed to fall below 50% of original clearance,Not to be allowed to increase above 50% of original clearance,Not to be allowed to fall below manufacturer recommended value,Not to be allowed to increase above manufacturer recommended value,,,3
In a 2-stroke engine a ________________ separates the under piston space from the crankcase.,Motor,A,A-frame,Crosshead,Diaphragm,Scavenge space,,,3
Fusible plugs are installed in fire-tube boilers to,Motor,A,provide a means of draining the boiler,warn the engineer of low water level,cool the crown sheet at high firing rates,open the burners' electrical firing circuits,,,2
Which of the following gauges are generally used to evaluate main bearing clearances?,Motor,A,Poker gauge,Feeler gauge,Telescopic feeler gauge,Dial gauge,,,3
In a coil-type auxiliary water-tube circulation boiler,Motor,A,unevaporated feedwater collects in the bottom of the flash chamber,all generated steam is recirculated through heating coils in the boiler,heated water flashes to steam in the boiler heating coils,response to steam demand is slower than in a fire-tube boiler,,,1
"For a continuous operation diesel engine, a duplex filter unit would be the best arrangement because",Motor,A,changing filter elements would not interrupt engine operation,filtering occurs twice in each pass of oil through the system,clogging will not occur,dropping pressure is half of that through a single filter unit,,,1
"As per regulations, within how many hours before each departure, satisfactory working of the steering gear must be checked?",Motor,A,2,12,24,None of the above,,,2
"Modern 4-stroke medium speed, marine diesel engine exhaust valve spindles are rotated by providing",Motor,A,Nozzle rings,Tappet clearance,Spinners or vanes,Rotocaps,,,4
The purpose of economizer is to:,Motor,A,Decrease the capacity and size of the auxiliary boiler,Cooling down the exhaust gases in order to reduce NOx emission,Allowing Sox to react at low temperatures with water to form acids thus reducing Sox emission,Increasing the overall efficiency of the main propulsion plant,,,4
Microbiological growths in marine fuel are a common occurrence that can be,Motor,A,extremely detrimental to equipment and operating processes,prevented by maintaining proper storage temperatures,removed from emulsified fuel oil during the centrifuging processes,All of the above are correct.,,,1
The function of the tie rods is to:,Motor,A,Keep the engine components under tension at all the times,Just secure the engine parts together,Act as holding down bolts for the bedplate and keeps all the engine components together,"Keep engine components under high compression, so that tensile stresses acting during firing stroke do not exceed this pre-compression to avoid fatigue failure",,,4
Which of the following types of crankshafts is much lighter at similar power requirements?,Motor,A,Fully built type,"Semi built, all welded type",Semi built type,Solid forged type,,,2
"After an engine has been started using a Bendix drive unit, the drive gear, or pinion disengages from the flywheel due to",Motor,A,the action of a spring,rotation of the starting cam,the higher rotating speed of the flywheel,accumulator pressure,,,3
"Fuels as produced in a refinery are generally sterile, however, contamination can occur as fuels are",Motor,A,stored at the refinery,stored on the vessel,transported to the distribution sites,All of the above are correct.,,,4
"In a fully built or semi built type crankshaft, how can any slippage at shrink fit be identified?",Motor,A,By inspecting the locking arrangement provided,By checking the dowel provided.,By checking the witness mark provided for reference .,By checking the performance of the engine,,,3
"Which of the following is one of the major advantages of resin choking over cast iron choking, in holding down arrangements of modern diesel engines?",Motor,A,Better vibration damping properties.,Better compressive strength,"100% contact, no need for surface preparation",None of the above,,,3
"In a 2-stroke crosshead type of engine, the side thrust generated due to rolling and connecting rod and fore-aft thrust due to pitching motion of the ship is taken care of by the:",Motor,A,Piston and the liner,Connecting rod and the piston rod,Crosshead shoes and guides,Crankpin and thrust bearing,,,3
In a VIT equipped jerk type fuel pump:,Motor,A,Raising the barrel delays beginning of injection,Lowering the barrel delays beginning of injection,Raising the barrel delays end of injection,Lowering the barrel delays end of injection,,,1
The over speeding of the diesel engine driving an electric generator could cause,Motor,A,low voltage trip to trip,reverse power trip to trip,damage to windings,excessive exhaust temperatures,,,3
"In a large, slow-speed, main propulsion diesel engine, which of the parts listed is under tension when the engine is running?",Motor,A,Bed plate,Column,Entablature,Tie rod,,,4
"Which of the following statements about the design of D- type boilers, is false ?",Motor,A,The heavier water in top drum flows back to the bottom drum through the down- comers outside the furnace,Inside the furnace the water is heated up in the risers,The upper drum is the steam/water drum and the lower one is the water drum.,The feed water is pumped into the lower drum,,,4
Presence of catalytic fines in fuel oil is significant to engineers on board because,Motor,A,Catalytic fines tend to impair proper operation of purifiers,"Catalytic fines lead to abrasive wear in liners, piston rings and fuel injection equipments",Catalytic fines necessitate increase in injection temperature,Catalytic fines necessitate increase in storage temperature,,,2
With reference to the data logger for a refrigerate sysWhich of the parameters should be noted?,Motor,A,"Sea water temperture, pressure",Condenser temperture,Evaporator temperture,All,,,4
Which of the following factors affect penetration of fuel droplets during injection?,Motor,A,Quality of atomization,Injection temperature,Scavenge air pressure,All of the above.,,,4
Lube oil pumps taking suction from the sump of most small marine engines are usually,Motor,A,of the diaphragm type,of the centrifugal type,positive displacement type,independently driven by electric motors,,,3
Telescopic pipes to the piston of a large slow-speed main propulsion diesel engine are designed to prevent,Motor,A,excessive crankcase pressure,excessive lube oil temperature,contamination of the lube oil by water,contamination of the cooling water by lube oil,,,3
Excessive axial thickness of a piston ring can lead to ____________________,Motor,A,Scraping off of oil from liner surface,Increased wear,Twisting in the groove,Difficulty in formation of oil wedge,,,4
Which of the following is an ‘adhesive’ type wear of a cylinder liner?,Motor,A,Clover- leafing,Scoring,Scuffing,Ovality,,,2
Cylinder heads of marine diesel engines are provided with _________ to relieve any excessive pressure within the combustion chamber,Motor,A,Safety valves,Indicator cocks,Relief valves,Bursting discs,,,3
Working of a pulse pressure turbocharger depends upon the ___________ that can be safely created in the exhaust system.,Motor,A,Enthalpy drop,Pressure difference,Turbocharger rpm,Pressure pulses,,,4
The maximum elongation of timing chains in service is limited to ___________ of original chain length.,Motor,A,0.02,0.01,0.05,0.03,,,1
"Duplication of power units, fittings and pipings where each unit is capable of providing 100% steering power, and automatic isolation of one unit in the event of a leakage(single failure) in that unit would constitute 100% redundancy for the steering gear systemSuch system is mandatory on ____________",Motor,A,All tankers,Tankers above 10000 GT,Tankers above 100000 Dwt,All ships above,,,2
Routine cleaning of air side of air cooler of main engine is done by:,Motor,A,Circulating fresh water,Circulating cold chemical solution,Circulating warm chemical solution,Circulating hot water,,,3
What prevents rotation and fretting between a thin shell bearing and its housing?,Motor,A,Location tangs or pegs,The nip or crush of the bearing,A special kind of adhesive,Any of the above,,,2
Microbial degradation of main engine sump oils can lead to:,Motor,A,Increased clogging of lube oil filters,Corrosive attack on journals and bearings,Formation of stable emulsions,All of the above.,,,4
"In case of constant pressure turbo charging, the exhaust of the cylinders goes into :",Motor,A,Small diameter exhaust pipes with exhaust grouping,Exhaust compensators,Nozzles,Large diameter pipes,,,2
Which of the following is a limiting factor in cylinder liner cooling?,Motor,A,Maximum combustion temperature,Minimum liner temperature,Exhaust temperature,Dew point for formation of sulfuric acid,,,4
Which of the following is not a consequence of over lubrication of a cylinder liner?,Motor,A,Deposits in piston top land which can not only consume lube oil but always lead to increased abrasive wear .,Sticking and jamming of piston rings due to increased deposits.,Unburnt lube oil in scavenge spaces posing increased risk of scavenge fire .,Increased corrosive wear,,,1
Variable geometry turbocharging is the preferred choice over conventional turbochargers because :,Motor,A,T/C efficiency is very high at high engine loads,T/C has good starting characteristics while efficiency at full loads is slightly compromised,T/C efficiency is optimized for different engine loads by changing nozzle ring geometry,T/C is much cheaper and simple to manufacture and is virtually maintenance free,,,3
"As a thumb rule, ovality in crankpins of medium speed engines should not exceed _____________ of bearing clearance.",Motor,A,0.1,0.15,0.25,0.3,,,3
"In a naturally aspirated diesel engine, the volume of air intake is directly related to engine",Motor,A,compression ratio,valve size,fuel pressure,cylinder clearance volume,,,2
"Two important considerations for the proper lubrication of a diesel engine include, the delivery of the oil in sufficient amount, and the-",Motor,A,cetane number,pour point,viscosity temperature,quality of the oil,,,4
What is material of impeller of a T/C compressor ?,Motor,A,Stainless steel,Mild steel,Aluminium silicon,Bronze,,,3
One of the major disadvantages of constant pressure turbocharging over pulse pressure turbocharging is :,Motor,A,Reduction in specific fuel consumption,Lengthening of effective stroke leading to greater expansion in engine,Poor turbocharging efficiency,Inability of the system to operate at low loads and slow response during acceleration,,,4
"Friction, engine wear, and oil consumption in a diesel engine are directly related to the",Motor,A,acidity of the oil,pour point of the oil,flash point of the oil,viscosity of the oil,,,4
Improper maintenance of an automatic auxiliary boiler oil burner could result in,Motor,A,fuel pump failure,fan motor failure,increased feedwater consumption,decreased boiler efficiency,,,4
The effect of excessive tappet clearance is:,Motor,A,Increased engine efficiency as expansion can take place for a longer duration and less energy wasted with the exhaust gases,"Valve hammering, change in timing of exhaust with more side thurst causing greater wear between stem and bush","Loss in compression, poor combustion, improper mixing of fuel & air and gas leakage due to improper closing of valve","Turbocharger surging, loss of rotation of valve spindle and high exhaust temperatures",,,2
The difference between rotocap and spinners for rotating exhaust valve spindle is that:,Motor,A,"Rotocaps rotate the valves while closing, while spinners rotate them while opening","Rotocaps rotate the valves while opening, while spinners rotate them while closing","Rotocaps rotate the valves while opening, while spinners rotate the valve for the entire duration until valve is seated","Spinners rotate the valves while opening, while rotocaps rotate the valve for the entire duration until valve is seated",,,3
Most fuel injection nozzles are opened by,Motor,A,fuel oil pressure,cam operated follower,spring-loaded pressure plate,timing gears keyed to the crankshaft,,,1
Which of the following is a electro- hydraulic type steering gear,Motor,A,Rotary Vane type,Ram type,Both rotary vane type and ram type,None of the above,,,3
Which of the following purposes is solved by a piston rod gland or stuffing box ?,Motor,A,To provide an air seal between scavenge space and crankcase,"To prevent ingress of combustion products, unused cylinder lube oil, debris etc into the crankcase",To prevent carry over of sump oil into the crankcase,All of the above,,,2
Which of the following is a feature of Sulzer TriboPack package?,Motor,A,Mid level liner insulation,Deep honing of liner,Pre- profiled and coated piston rings,All of the above,,,4
"In which of the following steering modes, rudder will be locked at a particular angle until next manual order?",Motor,A,Follow up,Auto pilot,Non Follow up,None of the above,,,3
Failure of the burner flame in an automatic auxiliary boiler would probably be a result of,Motor,A,water in the fuel oil,broken high tension leads,incorrect electrode setting,full fuel pressure at the nozzle,,,1
"As per regulations, the torque capacity of a steering gear system should be such so as to be able to turn the rudder__________________________",Motor,A,35 degrees one side to 35 degrees on the other side at maximum service speed,35 degrees one side to 30 degrees on the other side at maximum service speed,35 degrees one side to 35 degrees on the other side at normal service speed,35 degrees one side to 30 degrees on the other side at normal service speed,,,2
The output pressure of a diesel engine lube oil pump is regulated by a/an,Motor,A,relief valve,metering valve,variable speed pump drive,Orifice in the lube oil header,,,1
Most T/C have -------- flow type of Compressor and --------flow type of Rotor,Motor,A,"Centrifugal Radial , Impeller axial","Centrifugal axial, Impeller radial","Centrifugal mixed, Reaction Radial","Rotary axial, Reaction Radial",,,1
"While an auxiliary boiler is operating at design load, which of the following actions will occur if the automatic combustion control system detects a steam pressure drop?",Motor,A,More burners will be lighted off.,The registers will open fully.,The fuel oil valve and air damper will open wider.,The steam flow will be automatically regulated.,,,3
A unit type fuel injector is used on a diesel engine to _____________.,Motor,A,meter the fuel,produce the proper fuel oil pressure,atomize the fuel,all of the above,,,4
With the help of explanatory sketches briefly state the lubrication system for a large 2 stroke slow speed marine diesel engine for the following.,Motor,A,camshaft bearings,main bearings,piston crosshead bearings,cylinder walls,,,3
"If the valve tappets in a diesel engine are set at greater clearances than those specified by the engine manufacturer, those valves will _____________.",Motor,A,open late and close early,open late and close late,fail to open when the engine is cold,fail to open at normal operating temperature,,,1
"Regarding a Diesel engine crankcase, the general arrangement and installation  should preclude the possibility of ________.",Motor,A,free entry of air to the crankcase,water entering the crankcase while engine washdowns are being performed,excessive oil leakage during periods of increased blowby,subcooling internal components,,,1
The growth rate of microbiological organisms as found in some fuel supplies will __________.,Motor,A,increase in direct proportion to an increase in temperature,decrease if bleaches are added to the fuel on a regular basis,remain unchanged provided complete consumption of the fuel occurs monthly,All of the above,,,1
Fuel injection pumps using the port and helix metering principle requires the use of a ___________.,Motor,A,crosshatched design,lapped plunger and barrel,variable stroke,variable cam lift,,,2
Internal combustion engine crankcase vent outlets must be equipped with ______.,Motor,A,hinged rain guards,corrosion resistant flame screens,dipsticks for measuring oil levels,crankcase ventilation fans,,,2
Proper lubrication of the main bearings is more easily obtained in a single acting four-stroke/cycle diesel engine than in a single acting two-stroke/cycle diesel engine because ____________.,Motor,A,bearing pressure in a four-stroke/cycle single acting diesel engine is continually reversed,bearing pressure in a two-stroke/cycle single acting diesel engine is continually reversed,the maximum bearing pressure is higher in a single acting two-stroke/cycle diesel engine,two-stroke/cycle diesel engines require more complicated lubrication piping,,,1
"Increasing the valve clearance between a valve stem and rocker arm, will result in the valve _____________.",Motor,A,closing later,opening sooner,staying open for a shorter period of time,staying open for a longer period of time,,,3
What preventative maintenance should be done frequently to diesel engine starting air receivers?,Motor,A,Drain the accumulated moisture.,Test the relief valves.,Watch the temperature to prevent fluctuations in pressure.,Clean the interior to remove oil and foreign matter.,,,1
"Friction developing between the moving parts of a governor, governor linkage and control valve will cause the governor to _________.",Motor,A,react with insufficient speed droop,fail to react to small speed changes,have excessive sensitivity to small speed changes,remain in the neutral position,,,2
"To minimize corrosion, fuel oil strainer disks, spacers and scraper blades are made of _____________.",Motor,A,brass,copper,iron,monel metal or stainless steel,,,4
"In a diesel engine, maximum lube oil system pressure is normally controlled by  _____________.",Motor,A,the capacity of the lube oil pump,the speed of the lube oil pump,the outlet pressure of the lube oil pump,a relief valve,,,4
Which of the following statements describes the function of an expansion tank in a diesel engine cooling system?,Motor,A,Maintains a constant head on the system.,Reduces the likelihood of air or steam pockets formation.,Provides a low pressure point for the addition of makeup cooling water.,All of the above.,,,4
"Within the cycle of a forced circulation auxiliary water-tube boiler, part of the water flashes into steam, and the remaining hot water is _________________.",Motor,A,collected in the lower portion of the steam accumulator for recirculation back to the heating coil or water tank,returned to the lower drum via downcomers due to density difference for reheating,passes through the domestic heating system return line steam traps to the auxiliary feed supply tank,automatically dumped into auxiliary feed heater and reheated by auxiliary exhaust back pressure,,,1
Ignition failure in an automatically controlled auxiliary boiler could be caused by _____________.,Motor,A,carbon deposits on the flame scanner,high fuel oil temperature,low fuel oil viscosity,high steam pressure,,,1
Which of the fuel injection systems listed uses a spring loaded differential spray needle valve and an individual pump for each cylinder?,Motor,A,Common-rail injection,Air injection,Jerk pump injection,Distributor injection,,,3
The interior of some diesel engine saltwater heat exchangers are protected from corrosion by the use of __________.,Motor,A,aluminum plates,lead cathodes,copper baffle plates,sacrificial zincs,,,4
The amount of chloride content in the water of an auxiliary boiler can be reduced by ____________.,Motor,A,adding hydrazine,blowing down the boiler,adding phenolphthalein,adding a sulfite chloride scavenger,,,4
Cooling water pumps driven by direct reversing diesel engines are usually of the straight impeller vane type pump with a concentric housing to ____________.,Motor,A,provide cooling water flow when the engine is running either ahead or astern,provide the greatest pump efficiency,prevent pump clogging from marine growth,prevent cavitation at the pump outlet,,,1
The lube oil cooler is located after the lube oil filter in order for _____________.,Motor,A,the filter to operate more efficiently,the lube oil cooler to be bypassed,positive lube oil pump suction to be assured,galvanic action in the cooler to be minimized,,,1
A very sudden rise in pressure during combustion accompanied by  knocking of the unit or detonation  usually occurs?,Motor,A,Near the end of the pressure rise after ignition of fuel charge.,Just before the fuel charge is about to ignite.,Immediately after the unit reaches peak pressure and before ignition of fuel charge.,At any stage of the combustion process.,,,3
The FALSE statement about main requirements which a fuel injection system must fulfill?,Motor,A,accurate metering of small amount of fuel oil.,control of quality of fuel injection,proper timing of the fuel injection,selective distribution of the fuel in the combustion space.,,,4
"In any marine diesel engine, air movements inside a combustion chamber is very importantGenerally speaking, air movement helps, State which of the above points are true or false",Motor,A,to distribute the fuel,to mix it with air,to cool the cylinder liner,All,,,4
Sacrificial zinc anodes are used on the saltwater side of diesel engine heat exchangers to _____________.,Motor,A,reduce electrolytic action on heat exchanger metals,keep heat transfer surfaces shiny and clean,prevent rapid accumulation of marine growth,provide a protective coating on heat exchanger surfaces,,,1
"The fuel supply system to an automatic auxiliary boiler, will be automatically shutdown if the boiler ______________.",Motor,A,salinity is abnormally high,steam demand is too high,water level is abnormally low,feed water flow is low,,,3
The crankcases of many diesel engines are kept under a slight vacuum to _____________.,Motor,A,improve fuel economy,increase the air charge velocity,reduce the risk of explosion,all of the above,,,3
"The rate of cylinder lubricating oil metered to each cylinder of a large, low-speed, main propulsion diesel  engine is ______________.",Motor,A,"the same, whether at sea, or during maneuvering",adjusted during each hour of operation while at constant  RPM,higher at sea than while maneuvering,lower at sea than while maneuvering,,,3
"On a medium-speed main propulsion diesel engine, the crankpin or crank journal bearings receive lubricating oil from  _____________.",Motor,A,a spindle lubricator,an oil jet,internal splashing,drilled passages in the crankshaft,,,4
An auxiliary engine under load continuously fluctuates even with a steady loadThe fault you diagnose could be owing to,Motor,A,the quality of fuel,the quality of servicing of the governor in the last port.,the supply of charge air,the overhaul of fuel injectors done in the last decarbonisation,,,1
"In any diesel engine closed freshwater cooling system, the lowest pressure exists at the _____________.",Motor,A,Jacket water outlet,cooling water pump outlet,heat exchanger outlet,Expansion tank atmospheric vent,,,4
The main advantage of unit injectors over other fuel injection systems is _____________.,Motor,A,Reducing the need of too many high pressure fuel lines,their relatively low injection pressures,reduced wear of spray orifices,the lessened chance of fuel leaks into the engine sump,,,1
Cooling the intake air supplied to a diesel engine will _____________.,Motor,A,reduce mean effective pressure,decrease average compression pressure,decrease air charge density,increase power output,,,4
"When there is a flame failure in an automatically fired auxiliary boiler, the__________",Motor,A,air supply is shut off,fuel supply is shut off,water feed is shut off,safety valve lifts,,,2
Lubrication for the main reduction gears used with diesel engines is usually supllied by______,Motor,A,oil from the main engine sump,an independent lube oil system,the stern bearing head tank,the stern bearing sump tank,,,2
Which of the listed items should be secured before performing any maintenance on a so lenoid operated air start valve?,Motor,A,Electric power,Lube oil standby pump,Hydraulic switch,Motor drain,,,1
What is to be installed on an internal combustion engine if its cylinder bore exceeds 200 mm?,Motor,A,Crankcase vapor monitors,Engine exhaust silencers,Constant pressure type turbochargers,Explosion relief valves,,,4
Which of the following actions should normally be taken during each watch when the auxiliary boiler is in operation?,Motor,A,Clean the flame scanner photocell window.,Inspect and clean all solenoid valves.,Lift the safety valves by hand.,Inspect for oil or water leaks.,,,4
Excessive vibration of an automatically fired auxiliary boiler can be caused by_______,Motor,A,air or water in the furnace,combustion pulses,fuel oil pump failure,flame failure,,,2
"A dirty atomizer sprayer plate in the burner of an auxiliary boiler, would be indicated by:",Motor,A,carbon on the register doors,a dazzling white atomizer flame,fluctuating pressure in the windbox,an unevenly shaped burner flame,,,4
  The highest pressure in any closed diesel engine freshwater cooling system is at the __,Motor,A,jacket water outlet,expansion tank inlet,heat exchanger inlet,cooling water pump outlet,,,4
Which of the following statements describes the function of an alarm enunciator on an engine room alarm panel?,Motor,A,An alarm condition causes a light and siren to come on which remain on until the machinery is secured.,"A flashing light comes on, followed by an audible alarmWhen an alarm acknowledge button is depressed, the audible alarm is silenced and light stays on.","An alarm condition gives an audible and visual alarm signal, both of which are secured when the alarm acknowledge button is depressed.","An alarm condition causes a flashing light to come on, followed by an audible alarmWhen the alarm acknowledge button is depressed, the warning light is extinguished.",,,2
  Excessive leakage and premature failure of valve packing is a result of ____________.,Motor,A,opening a valve too quickly,jamming a valve in the closed position,low pressure fluid flow through the pipeline,a scored valve stem,,,4
The purpose of a temperature sensing device installed in the stack of a small automatically fired auxiliary steam boiler is to secure the oil burner _______________.,Motor,A, in the event of a flame failure, in the event of a stack fire, when the water level reaches the crown sheet, when the feed pump discharge pressure drops to a preset minimum,,,1
"If the combustion control system of an automatically fired auxiliary boiler fails to restart from the normal shutdown mode, you should check for ______________.",Motor,A,  broken or grounded high tension leads,a faulty ignition cable connector,an incorrect electrode setting,all of the above,,,4
"When taking tank soundings on a ship, coating the tape with chalk helps to ______________.",Motor,A,better identify the correct reading,show the depth of any water in an oil tank,make the tape roll easier,reduce possibility of sparks,,,1
"When a waste heat boiler is installed in the exhaust of a main propulsion diesel engine, the exhaust gas bypass would be used ____________.",Motor,A, at high loads to prevent overheating,at low loads to prevent corrosion in the boiler, during periods of high steam demand,when the turbocharger is in operation,,,2
It is desirable for an auxiliary boiler safety valve to pop open and reseat quickly to __________.,Motor,A,give warning that excessive boiler pressure has been reached,prevent wire drawing of the disc and seat,prevent valve pounding,provide sufficient blowdown,,,2
  Which of the following statements is correct regarding grades of pipe?,Motor,A,Stainless steel pipe is manufactured in four general grades.,Brass pipe is manufactured in three common grades.,Copper pipe is manufactured in two common grades.,"The term ""extra strong"" is normally associated with schedule 160 steel pipe",,,3
The crankcase of many diesel engines are kept under a slight vacuum by the ______________.,Motor,A,scavenging action of the piston,piston type vacuum pump taking suction off a differential manometer,gland exhausting manometer,crankcase exhaust fan,,,4
Lubricating oil systems for diesel engine journal bearings are usually lubricated by which of the following types of  lubricating oil systems?,Motor,A,Splash,Gravity,Pressure,Bypass,,,3
"Which of the following conditions can cause above normal air temperature to develop in the intake manifold of a four-stroke/cycle, turbocharged, diesel engine?",Motor,A,Clogged air intake filters,Piston blow-by,A defective aftercooler,Faulty exhaust valves,,,3
When may the crankcase ventilation pipes or oil drain pipes of two or more engines be connected?,Motor,A,Propulsion engines under 1000 shaft horsepower may share a common crankcase vent provided the oil drains remain separate.,In most cases it is desirable and cost effective for propulsion engines to share a common crankcase ventilation and monitoring system.,No interconnection may be made between the crankcase ventilation pipes or oil drain pipes,None of the above are correct.,,,3
Which of the following statements describes the unchecked growth of microbiological organisms within a fuel system?,Motor,A,The dying bacteria will cause a coating to be formed on the sides of the tank thereby decreasing corrosion.,"The fuel in the tank will loose its fluidity, solidify, and be the cause of an expensive removal process.",Corrosion of various metal components will occur due to the formation of hydrogen sulfide gas.,All of the above are correct.,,,3
"If the feed pump for an auxiliary boiler fails to deliver the feed water to the boiler, the cause may be",Motor,A,high steam pressure in the boiler,abnormally high feedwater temperature,abnormally high boiler water temperature,steam demand exceeding feed pump capacity,,,2
"When lighting off an auxiliary boiler, which of the problems listed could cause the burners to sputter?",Motor,A,Cold fuel oil,Low fuel oil pressure,Low atomizing steam pressure,Water in the fuel oil,,,4
  Which of the following actions takes place in the control circuit of an automatically fired auxiliary boiler when the desired steam pressure is obtained?,Motor,A,A temperature sensing device opens the circuit breaker in the burner motor.,The high limit control secures power to the entire oil firing system.,The stack relay actuates the low limit control which breaks the ignition circuit.,The stack relay secures power to the high voltage side of the ignition transformer.,,,2
"Subtracting the return flow meter reading from the supply flow meter reading on a boiler equipped with a return flow fuel oil system, determines the amount of oil ____________.",Motor,A,circulated by the system,burner throughput,returned to the settler,discharged from the pump,,,2
The color of the exhaust from a diesel engine should be,Motor,A,clear,hazy light brown,hazy light blue,hazy light grey,,,1
"In jerk type large fuel injection pumps, pulsations are absorbed by:",Motor,A,The fuel pump resilient foundation,The high pressure pipes,The shock absorbers mounted on fuel pumps,The shock absorbers mounted on high pressure pipes,,,4
Which of the following can be a possible outcome of salt water contamination in fuel?,Motor,A,Cavitation and erosion of fuel injection components.,High temperature corrosion in exhaust valves and turbochargers,Unstable combustion,All of the above,,,4
The water in a steaming auxiliary boiler should be tested daily for,Motor,A,dissolved oxygen,chlorides,sludge,dissolved nitrogen,,,2
What fittings do you normally find in a main engine turbocharger prior to compressor inlet in the air flow path ?,Motor,A,Pre-filter and diffuser,"Pre-filter , silencer and diffuser","Pre-filter , silencer and inducer","Pre-filter , silencer vibration damper",,,3
Unit of kinematic viscosity?,Motor,A,centipoises,centistokes,CCAI,none of above,,,2
Exhaust valve seat material is?,Motor,A,stainless steel,invar,nimonic,income,,,3
Drop in compression pressure with high scavange box temp in a cylinder,Motor,A,late injection,early injection,worn piston ring,leaky exh valve,,,3
Which of the following statements is true?,Motor,A,"The higher the viscosity index of a lubricant, the higher is the change of viscosity with temperature.","The higher the viscosity index of a lubricant, the lower is the change of viscosity with temperature.",Viscosity index is not a measure of a fluid's change in viscosity with temperature.,None of the above,,,2
In case of cross scavenged engines :,Motor,A,The exhaust ports are located above the scavenge ports and they open everytime the piston reaches near TDC and near BDC,The exhaust ports are located below the scavenge ports and they open everytime the piston reaches near TDC and near BDC,The exhaust ports are located above the scavenge ports and they open everytime the piston reaches near BDC,The exhaust ports are located below the scavenge ports and they open everytime the piston reaches near BDC,,,3
"     While overhauling a piston rod stuffing box, if the butt clearance of scraper rings is found below or near the minimum, the correct remedial measure would be ______",Motor,A,To file the ends of the rings and increase the clearance,To renew the ring set or fit new lamellae,To swap the lower rings with the upper rings,To renew a segment or two of ring set to obtain the desired clearance,,,1
"     In a electro- hydraulic steering gear, the movement of actuator is created by ___________",Motor,A,Starting the motors on both power units,Operating the isolating valves,Starting at least one power unit and actuating the direction valves,Starting both power units and actuating the direction valves,,,3
"Friction developing between the moving parts of a governor, governor linkage and control valve will cause the governor to",Motor,A,React with insufficient speed droop,Fail to react to small speed changes,Have excessive sensitivity to small speed changes,Remain in the neutral position,,,2
"A large change in ambient temperature, or using an oil of a viscosity different than the one recommended by the manufacturer in a mechanical hydraulic governor, will result in the need to adjust the",Motor,A,Pilot valve opening,compensating needle valve,Compensating spring tension,Accumulator spring tension,,,2
"Friction, engine wear, and oil consumption in a diesel engine are directly related to the",Motor,A,acidity of the oil,Pour point of the oil,Flash point of the oil,viscosity of the oil,,,4
"When the prime movers of two paralleled generators, equipped with mechanical-hydraulic governors, are operating within their designed range, the unit with the least amount of speed drop will –",Motor,A,pick up more of any increase in load,pick up less of any increase in load,share an equal amount of any increase in load,drop an equal amount of any decrease in load,,,1
"Clearance volume scavenging in a turbocharged, four-stroke/cycle diesel engine is accomplished",Motor,A,during the valve overlap period,with only the exhaust valve open,at a pressure below atmospheric,without cooling the cylinders or pistons,,,1
