Question_Title,Subject_Name,Group_Name,Answer_1,Answer_2,Answer_3,Answer_4,Answer_5,Answer_6,Correct_Answer
"Where one or more diesel driven AC generators are operating in parallel, reducing the value of the speed droop to 'zero' on one unit will allow that unit to __________.",Motor,B,gradually reduce its speed as load is applied,change load without changing speed,automatically divide and balance the loads,effectively anticipate the amount of fuel necessary to bring the engine up to the proper output to accept the increased  load,,,2
"What is the crank angle between any two crank throws in the firing order of a four-stroke/cycle, in line, eight cylinder diesel engine?",Motor,B,45°,60°,90°,100°,,,3
Increasing the load on an engine using a double-helix type  injection pump varies the effective stroke of the pump to start __________.,Motor,B,earlier and end later,later and end earlier,and end later,and end earlier,,,1
Effective hydraulic coupling operation depends upon a certain amount of __________.,Motor,B,slip,mechanical friction,fluid overheating,torsional vibration,,,1
"If the cooling water temperature and the lube oil temperature in a diesel engine are too high, the cause can  be __________.",Motor,B,a dirty lube oil strainer,internal water leaks,an oil suction line restriction,excessive wear of the cooling water pump,,,4
"Most large, low-speed, main propulsion diesel engines use duplex lube oil strainer to __________.",Motor,B,decrease the time required between cleanings,remove all large and small foreign objects,ensure a positive flow of oil at all times,ensure that all lube oil has been treated twice,,,3
"While inspecting the main bearings on a diesel engine you find impregnated dirt and scratches in the bearing surface. You would, therefore, suspect that __________.",Motor,B,the bearing had been overheated,water was present in the oil,the lube oil was not being properly filtered,the maximum allowable bearing pressure had been exceeded,,,3
The gage glass on a coil-type auxiliary boiler is connected to the __________.,Motor,B,heating coil inlet and outlet,surge chamber,accumulator,water softener,,,3
"The linear motion of a diesel engine piston is converted into the rotary motion required to drive gears, propeller shafts, and generators by the __________.",Motor,B,flywheel,crankshaft,journal bearings,camshaft,,,2
"The port-and-helix metering pumps, used in diesel fuel injection systems, are usually designed to produce a constant beginning and a variable ending of fuel injection. These pumps are usually __________.",Motor,B,timed for port opening,timed for port closing,controlled by cam stroke,controlled by plunger stroke,,,2
Where would a coarse screen wire-mesh strainer normally be found on a diesel engine lubrication system?,Motor,B,pump discharge line,gravity tank inlet line,filter bypass return line,pump suction line,,,4
High diesel engine cooling water temperatures can be caused by __________.,Motor,B,a worn water pump,not enough coolant,air in the cooling system,all of the above,,,4
"Which of the listed problems would be indicated by an accumulation of water in one cylinder, in addition to the crankcase of an idle diesel engine?",Motor,B,Excessive condensation in that cylinder.,Water in the fuel system.,Cracked cylinder liner.,Leaking lube oil cooler.,,,3
One advantage of electromagnetic slip couplings is  __________.,Motor,B,torsional vibrations are reduced,torque increases with a decrease in excitation current,the coupling rapidly responds to sudden changes of load,excitation and induction power losses appear as a change in torque instead of rotational speed between the primary and  secondary elements,,,1
"If a hydraulic governor has been refilled with oil, the engine should be operated until it reaches normal temperature, then the air should be purged, and the __________.",Motor,B,rack position should be adjusted,compensating needle valve should be opened fully,compensating needle valve should be adjusted to stabilize operation,speed limiting device should be adjusted,,,3
The rotary motion of a diesel engine crankshaft is obtained from the up and down motion of the piston via the __________.,Motor,B,camshaft,reduction gears,rocker arm,connecting or piston rod,,,4
Unusually low oil pressure in the lube oil header of a diesel engine is the result of a/an __________.,Motor,B,pressure regulating valve being stuck in the closed position,restricted lube oil passage in the engine,air leak in the lube oil cooler,air leak in the oil pump suction line,,,4
High diesel engine cooling water temperatures can be caused by __________.,Motor,B,air in the cooling system,an overhauled water pump,correct amount of coolant,no air in the cooling system,,,1
A diesel engine is operating at 1800 RPM and driving a propeller at 600 RPM.  What is the speed reduction ratio?,Motor,B,0.30 to 1,3.00 to 1,3.33 to 1,33.0 to 1,,,2
The power loss associated with slip in a fluid coupling appears as __________.,Motor,B,chattering in the driving member,heat in the hydraulic fluid,vibration in the driving member,leakage around the ring valve,,,2
The purpose of the compensating adjustment used in a diesel engine hydraulic governor is to __________.,Motor,B,compensate for low oil level,increase governor promptness,prevent governor hunting,limit engine load,,,3
"When the steam pressure drops below a set value on an automatically fired auxiliary boiler, fitted with rotary cup atomizers, the combustion control system will __________.",Motor,B,increase the fuel oil control valve opening,increase the rotary cup speed,decrease the back pressure regulating valve opening,decrease the supply steam control valve opening,,,1
The main reason counterweights are added to crankshafts is to __________.,Motor,B,reduce piston side thrust,reduce crankshaft end thrust,provide uniform loading and wear of main bearings,increase the strength of the crank webs,,,3
"An individual injection pump is designed for variable beginning and constant ending of injection.  For diesel engines operating at constant speeds, the start of injection will __________.",Motor,B,advance as the load increases,retard as the load increases,remain unchanged regardless of load,always occur at top dead center,,,1
Diesel engines driving alternators operating in parallel must maintain a set frequency regardless of load changes. The governor characteristic used to accomplish this is known as __________.,Motor,B,actuation,sensitivity,compensation,promptness,,,3
The control system for a controllable pitch propeller can be programmed __________.; ; I.  to produce a maximum combined propeller and engine efficiency between pitch and a given engine speed ; II. for continuous operation of the engine at pre-set conditions,Motor,B,I only is correct,II only is correct,both I and II are correct,neither I or II are correct,,,3
At what pressure should a cylinder relief valve of an internal combustion engine be set to relieve?,Motor,B,The device should be set to relieve at a pressure not more  than 40 percent in excess of the maximum firing pressure.,The valves should be set to just stop relieving with the engine running at full speed.,Cylinder relief valves should only be adjusted by an authorized repair facility with the permission of the OCMI.,Cylinder relief valves are no longer required for large low speed engines due to advancements in combustion engineering.,,,1
"When changing the direction of propeller shaft rotation in a diesel plant equipped with a pneumatic clutch, you must pause at neutral to allow the __________.",Motor,B,fuel rack to readjust,engine to slow down,propeller to stop,clutch to deflate,,,4
"A viscous damper, as used on a marine diesel, is a sealed precision built device which dampens the torsional  vibrations in the __________.",Motor,B,camshaft,flywheel,crankshaft,thrust shaft,,,3
The end of fuel injection in a port-and-helix metering pump can be controlled by __________.,Motor,B,uncovering a fuel port in the pump barrel,covering a fuel port in the pump barrel,closing the fuel pump delivery valve,opening the fuel pump delivery valve,,,1
Loss of lubricating oil pressure to the main propulsion diesel engine will actuate a/an __________.,Motor,B,overspeed trip,audible/visual alarm,the ships/boats general alarm,reserve oil storage tank,,,2
Higher than normal jacket water temperatures occurring in all cylinders of a diesel engine can result from a/an __________.,Motor,B,oil suction line restriction,correct amount of coolant,cavitation erosion in the water jackets,clogged sea suction strainer,,,4
"If the operating speed of a diesel engine increases without an apparent change in the engine control settings, you may  suspect a __________.",Motor,B,clogged intake air intercooler,control air leak,leaking air starting valve,malfunctioning governor,,,4
Trapped air was bled from the hydraulic system of a diesel  engine governor while it had been operating at idle speed.  Oil was added to restore the correct level and the air vent plug tightened.  The compensating needle valve should then  be gradually __________.,Motor,B,opened until hunting is eliminated,closed until it is approximately 1/16 of a turn open,closed to cause the engine to hunt in order to purge trapped air from the new oil,closed until engine hunting is eliminated,,,4
Automatically fired auxiliary boilers use fuel oil strainer arrangements of either the simplex type or __________.,Motor,B,filter bag type,metal disc type,absorbent type,duplex type,,,4
"When centrifuging heavy fuel oil, an important factor to consider is the __________.; ; I.  flow rate ; II. viscosity of the fuel oil",Motor,B,I only is correct,II only is correct,both I and II are correct,neither I or II are correct,,,3
A crankshaft whose center of gravity coincides with its center line is said to be __________.,Motor,B,dynamically balanced,statically balanced,counter balanced,resonantly balanced,,,2
"The amount of fuel injected in a particular time, or degree, of crankshaft rotation is termed __________.",Motor,B,metering,timing,rate of injection,rate of distribution,,,3
"In a normally operating diesel engine, the main source of lubricating oil contamination in the crankcase is a result  of the __________.",Motor,B,metal particles loosened by wear,air when no air cleaners are used,condensation of water vapors,breakdown of the lubricating oil by dilution,,,4
Which of the following problems will cause above normal cooling water temperatures in a diesel engine using a closed freshwater cooling system?,Motor,B,An air leak in the header tank cover,Benzotriazole found in the primary water,Eroded baffle in the cooler,Low level in expansion tank,,,3
Which of the following statements represents an advantage of an electromagnetic clutch?,Motor,B,Large misalignments can be tolerated between the shaft and  engine coupling.,Slip is held to a minimum when reversing shaft rotation.,Engine torsional vibrations to the driven shaft are eliminated.,It aids in maintaining power factor.,,,3
Two air compressors are provided for the starting air system and should be capable of __________.,Motor,B,charging the starting air containers within one hour,providing the minimum quantity of starting air at all times,supplying all the air necessary to start both the main engine and an auxiliary at the same time,topping off all receivers at the required design pressures,,,1
Which of the following adjustments is always required whenever the diesel engine governor oil has been drained and renewed?,Motor,B,Speed droop,Compensation,Idle speed setting,Load limit control,,,2
The air supplied to a diesel engine is compressed to __________.; ; I.  provide heat for the ignition of the fuel ; II. decrease injection delay,Motor,B,I only is correct,II only is correct,both I and II are correct,neither I or II are correct,,,1
The possibility of damage from operating a diesel engine at critical speeds is reduced by the use of __________.,Motor,B,an isochronous governor,elastic engine mounts,a vibration damper,a cast iron bed plate with good flexible qualities,,,3
"On small diesel engines, a noticeable decrease in the time  interval between the replacement of the lube filter cartridge indicates __________.",Motor,B,piston ring blow-by,dirty air filter,excessive oil pressure,excessive oil temperature,,,1
"If the jacket water temperature of an operating diesel engine suddenly rises above normal, the cause can be attributed to __________.",Motor,B,an overfilled expansion tank,excess chromate treatment of the jacket water,a clogged raw water sea suction,cavitation erosion of the heat exchanger tubes,,,3
"On a diesel engine equipped with a hydraulic speed control  governor, hunting in many cases can be corrected by adjusting the __________.",Motor,B,accumulator spring compression,balance piston,compensating needle valve,proportional piston,,,3
"In an auxiliary boiler steam and water system, the highest  pressure will be in the __________.",Motor,B,steam stop valve,dry pipe,feedwater system,generating tubes,,,3
How is the diesel engine operating RPM affected when a 'ZERO DROOP' setting is selected on the governor?,Motor,B,The RPM will drop to low idle when load is applied.,The RPM must be manually controlled by the load limit knob.,The governor has no control over RPM in this mode.,The RPM will remain the same with or without load.,,,4
The amount of fuel delivered by a helical plunger fuel injection pump is controlled by __________.,Motor,B,varying the pump discharge pressure,varying the pump return pressure,rotation of the pump plunger,rotation of the pump barrel,,,3
A dirty diesel engine oil filter element can best be detected by __________.,Motor,B,visual inspection of the elements,the pressure drop across the filter,high lube oil sump temperature,decrease in oil viscosity from the filter,,,2
"If the coolant temperature of a closed cooling water system for a diesel engine gradually increases, the trouble usually is __________.",Motor,B,a broken shaft on the freshwater pump,an excessive accumulation of scale in the heat exchanger,an incorrect thermostatic element operating range,lube oil in the cooling water,,,2
Which of the following statements concerning the lubrication of diesel propulsion engines used in vessels over 300 gross tons is most accurate?,Motor,B,Lubrication systems using engine driven lube oil pumps do not require any additional independent arrangements when such arrangements have been proven reliable.,The use of engine driven pre-lube pumps is permitted on vessels with propulsion systems developing less than 500 shaft horsepower.,"When forced lubrication is used for propulsion engines, one independently driven stand-by pump is to be provided in addition to the necessary pumps for normal operation.",Lubrication systems where two oil coolers are fitted require a minimum of two temperature control devices which may be actuated by similar sensors.,,,3
"In an electromagnetic coupling, torque to the driven shaft  is limited by the __________.",Motor,B,overload trip,coupling pullout value,staybolt strength,shear-off coupling,,,2
"If an auxiliary diesel engine will not crank but can  be barred over, the trouble may be __________.",Motor,B,starting batteries,water in the cylinder,the driven component is seized,sea suction valve is closed,,,1
"Increasing the load on an engine equipped with a constant speed mechanical governor, will cause the engine speed to initially __________.",Motor,B,increase,decrease,fluctuate,remain constant,,,2
The small end of the connecting rod is attached to the piston with a __________.,Motor,B,crankpin,sliding wedge,wrist pin,torque bushing,,,3
"When the lower edge of the spiral begins to uncover the release port in a jerk pump, the __________.",Motor,B,pumping continues until the plunger travels its full stroke,effective pumping stroke of the plunger ends,pressure drops slowly until the full stroke is attained,plunger rotates to the zero delivery position until the next stroke,,,2
The pressure differential across a diesel engine lube oil system duplex filter should be checked to __________.,Motor,B,determine the need for filter cleaning,measure any change in oil viscosity,prevent excess pressure downstream,determine the need for batch filtration,,,1
"Some diesel engines are fitted with a thermometer in the cooling water outlet from each cylinder.  If the cooling water temperature from all cylinders begins to rise above normal, you should suspect __________.",Motor,B,increased blow-by in all cylinders,incomplete combustion in all cylinders,overloading in all cylinders,insufficient fuel delivery to all cylinders,,,3
Proper operation of the main engine reduction gear set requires the operator to monitor __________.,Motor,B,the sump oil level,oil flow sight glasses,bearing temperatures,all of the above,,,4
The torque transmitted by an electromagnetic slip coupling  is dependent upon excitation and the __________.,Motor,B,engine speed,harmonic frequency,amount of slip,resonance,,,3
"On a diesel engine equipped with an isochronous governor, if the 'speed droop' control is reduced to the 'zero' setting, the engine __________.",Motor,B,speed will drop drastically with any increase in load,will stop due to zero fuel supply,will stall upon application of load,speed will remain fairly constant despite load changes,,,4
"The duration of fuel injection developed by an individual port-and-helix fuel injection pump, is determined by the __________.",Motor,B,total pump stroke,pump plunger diameter,plunger helix angle,effective pump stroke,,,4
What could cause the bypass valve in a full-flow lubrication system to open?,Motor,B,Clogged filter element,Bypass valve setting is too high,Check valve stuck open,Fuel dilution of the lubricant,,,1
You are operating a main propulsion diesel engine at a constant load when the jacket water temperature begins to rise.  This could be caused by __________.,Motor,B,a piston about to seize,dirty fuel oil filters,fuel oil being too heavy (viscous),high water level in the expansion tank,,,1
"Where the size and design of an engine is such that lubrication before starting is not necessary and an attached pump is normally used, __________.",Motor,B,an additional pump is not required provided the engine driven pump is capable of producing sufficient pressure regardless of the direction of rotation,no additional pumps are required if the vessel is equipped  with two propulsion engines clutched to reduction gears through a suitable arrangement,an independently driven pump capable of suppling each engine with sufficient quantities of oil during ahead operations is required,an independently driven stand-by pump is not required if a  complete duplicate of the attached pump is carried as a spare,,,4
"When air is delivered under pressure to one of the glands of an air-bladder clutch, the __________.",Motor,B,inside diameter of the clutch gland increases,inside diameter of the clutch gland decreases,gland rotates out of contact with the drums,clutch begins to rotate with the engine,,,2
Wear occurring at the tips of the reduction gear teeth is usually the result of __________.,Motor,B,surface fatigue,fretting corrosion,heavy overloading,gear misalignment,,,4
The amount of fuel injected into a cylinder by a unit injector is controlled by __________.,Motor,B,the firing pressure in the cylinder,a metering helix,varying the length of the plunger stroke,varying the clearance between the injector cam and the injector rocker arm,,,2
"Before starting a diesel engine that has an engine driven lube oil pump, the engineer should __________.",Motor,B,open the bypass line,cut in the lube oil cooler,pressurize the lube oil system,top off the expansion tank,,,3
The principal purpose of refractory and insulation  installed in the firebox of an auxiliary boiler is to __________.,Motor,B,prevent slag accumulation on the corbels,protect the inner casing and reduce heat loss,"direct the force draft into the space between the inner and outer casings, to maintain a pressure seal",prevent flame impingement on the generating tube bank,,,2
"If an engine operates at 900 RPM at no load, and at 870 RPM at full load, the speed droop is __________.",Motor,B,0.031,0.034,0.037,0.04,,,2
"When two direct air start reversable medium speed diesel engines are coupled in parallel to a common propeller shaft, which of the operating conditions listed will apply during extended periods of maneuvering?",Motor,B,Full horsepower is available ahead and astern.,Mechanical reduction gearing is not required.,Full reversing torque is available.,One engine will be turning ahead and the other astern with the appropriate engine clutched in and out to answer bells.,,,4
Air bubbles in a hydraulic governor can cause __________.,Motor,B,sluggish response,speed droop variations,isochronous governing,sensitivity increase,,,1
"The amount of fuel delivered for each cycle must be in accordance with the engine load, and the same quantity of fuel must be delivered to each cylinder for each power stroke at that load.  Which of the following statements describes this requirement?",Motor,B,Proper timing,Accurate metering,Suitable injection rate,Suitable atomization rate,,,2
"In a diesel engine lube oil system, which of the following  parts should be lubricated first?",Motor,B,Camshaft bearings,Main bearings,Piston crowns,Cylinder walls,,,2
Fuel oil transfer systems used onboard diesel propelled vessels are required to have __________.,Motor,B,two fuel oil transfer pumps provided where one is to be independent of the main engine,"two fuel oil transfer pumps, with a combined capacity exceeding the maximum comsumption of the main engine",engine driven transfer pumps and only used in constant speed applications,the capacity of the engine driven pump exceed the consumption rate of the engine to which it is attached,,,1
"Fins are installed on the fireside of the water-tubes, used in waste heat boilers, to __________.",Motor,B,decrease the velocity of gases flowing past the tubes,reduce the accumulation of soot deposits on the tubes,create turbulence,increase the heat transfer surface area,,,4
"If a main propulsion diesel engine hunts excessively at idle speed, you should __________.",Motor,B,adjust the idle speed control,drain and flush the governor and replace the oil,adjust the compensating needle valve,adjust the load limit,,,3
"Although slip in pneumatic clutches is normally undesirable in modern pneumatic clutch arrangements, some reduction gear units are provided with an optional slip clutch which is used to an advantage in __________.",Motor,B,reducing high speed torque vibrations,controlling the warm up of clutch friction surfaces,obtaining maneuvering speeds below engine idle speed,limiting shock loads transmitted to the engine in heavy weather,,,3
"At dead center, the centerline of the connecting rod usually coincides with the __________.",Motor,B,angularity of the piston motion,inertia moment from the piston,centerline of the cylinder,centerline of the king pin,,,3
The most crucial time for any bearing with regards to lubrication is __________.,Motor,B,during low loads,after proper oil viscosity is reached,during starting,after cleaning filters,,,3
"Immediately after starting a diesel engine, normal raw water and jacket water pressures are indicated.  However, the jacket water temperature continues to rise.  If there is no change in the sea temperature, you should suspect __________.",Motor,B,overloading in all cylinders,a jammed three-way thermostatic valve,chromate pH too low,a high level in the surge tank,,,2
"In a simple hydraulic governor with speed droop, oil under  pressure is maintained ready for use in the __________.",Motor,B,power piston,governor sump,spring-loaded piston accumulator,pressure pilot valve assembly,,,3
The hunting of a diesel engine may be caused by __________.,Motor,B,excessive speed droop,insufficient speed droop,excessive sensitivity,low governor power,,,4
Auxiliary boilers can be classified as __________.,Motor,B,water-tube natural circulation boilers,fire-tube boilers,water-tube forced circulation boilers,all of the above,,,4
Fins are installed on the fireside of the water-tubes used  in waste heat boilers to __________.,Motor,B,decrease the velocity of gases flowing past the tubes,increase the rate of heat transfer,reduce accumulations of carbon deposits,direct the flow of gases,,,2
Connecting rods in a diesel engine are used to connect the  __________.,Motor,B,engine to the bed,rocker arm to the camshaft,crankshaft to the gear train,piston to the crankshaft,,,4
"The term 'proper metering', as applied to a diesel fuel injection system, can be best defined as __________.",Motor,B,delivering the same quantity of fuel to each cylinder for each power stroke according to engine load,maintaining the metering adjustment for a reasonable period under all load conditions,timing fuel injection to obtain maximum power and good fuel economy,distributing the fuel to all parts of the combustion chamber for proper combustion,,,1
The magnetic lock between the armature and field in an electromagnetic coupling is established by __________.,Motor,B,controlled engine speed,energizing the field coils,brush contact with the armature,rotating the primary rotor,,,2
"The main propulsion diesel engine jacket water temperature  rises above normal, with the raw water sea suction and the  expansion tank water level being normal.  Which of the following problems is most likely the cause?",Motor,B,Faulty thermostatic bypass valve.,Eroded zinc pencils in the heat exchanger.,Steam formation in the expansion tank.,Excessive leakage from jacket water pump seals.,,,1
"When fuel oil heaters are required for main engine  operation, __________.",Motor,B,each heater shall have the capacity to supply the main engine at full power,at least two heaters of approximately equal size are to be  installed,the system shall be designed to permit series or parallel operation,none of the above,,,2
The rate of heat transfer in a water-tube auxiliary boiler  can be increased by __________.,Motor,B,operating the boiler at less than normal water level,installing fins on the firesides of water-tubes,increasing the amount of excess air to the burners,treating the boiler water with chemical oxygen scavengers,,,2
Which of the couplings listed will prevent shock loads from being transmitted to an engine?,Motor,B,Grid,Dog type,Friction,Hydraulic,,,4
Governor hunting is caused by __________.,Motor,B,governor undercontrol,excessive speed droop,insufficient speed droop,governor overcontrol,,,4
"In a diesel engine, pistons are attached to the crankshaft  by __________.",Motor,B,push rods,lash adjusters,connecting rods,piston guides,,,3
"Regarding jerk-type fuel pumps as used on some auxiliary diesel engines, the delivery cutoff point is controlled with a __________.",Motor,B,delivery valve spring,spill port for leakoff,check valve in the guide,helical groove on the plunger,,,4
A diesel engine using lube oil with too high a viscosity will exhibit __________.,Motor,B,increased starting difficulty in cold weather,increased oil consumption,thickening at higher operating temperatures,minimal friction losses,,,1
"Some diesel engines are fitted with a thermometer in the cooling water outlet from each cylinder.  If the cooling water temperature from an individual cylinder begins to rise, you should suspect __________.",Motor,B,overloading of adjacent cylinders,overloading of that cylinder,increased blow-by in that cylinder,incomplete combustion in that cylinder,,,2
Large steam drums are not required in the design of a coil-type auxiliary water-tube boiler because __________.,Motor,B,steam and water are separated in the accumulator (flash chamber),the heat of combustion is sufficient to remove all moisture from the steam,the volume of steam is small at low pressures,automatic burner cycling controls steam volume and quality,,,1
If the compensating needle valve of a hydraulic governor is opened more than necessary the governor will __________.,Motor,B,have a larger than normal dead band,produce excessive speed response to a load change,respond slowly to any change in engine load,stabilize engine speed at the new governor setting,,,2
"The plunger in a jerk pump is rotated until the release port is uncovered.  If the port remains uncovered all of the time, which of the listed operations will occur?",Motor,B,No fuel will be delivered.,The maximum effective stroke will be attained.,The fuel delivered to the cylinder will be excessive.,The injection nozzle will overheat and carbonize.,,,1
"Immediately after any diesel engine is started, the engineer should check the __________.",Motor,B,crankcase pressure,lube oil pressure,saltwater pressure,exhaust temperature,,,2
One result of operating a diesel engine at light load with  excessively low cooling water temperatures is a/an __________.,Motor,B,decrease in ignition lag,increase in fuel economy,reduction in lube oil viscosity,increase in cylinder misfiring,,,4
Piping from booster pumps to injection systems are to be at least __________.,Motor,B,schedule 60,schedule 80,standard seamless steel,none of the above,,,3
The best method for determining the amount of eccentricity or offset misalignment between the disconnected propeller  shaft coupling flange and the reduction gear output flange is by using a __________.,Motor,B,straight edge laid across the flange edges,thickness gauge between the separated flange faces,bridge gauge to check the position of each flange in relation to the other,dial indicator mounted on one flange indicating any misalignment of the other flange,,,4
"Hydraulic couplings will transmit torque equal to the input torque by means of energy changes in a rotating vortex of liquid.  For the vortices to form, there must be __________.",Motor,B,slip between the impeller and runner,less than 2 per cent slip between the impeller and runner,axial thrust generated by the runner pinion shaft,momentary torsional vibration transmitted by the driving impeller,,,1
"In diesel engines designed with a crosshead, the motion of  the piston rod can be described as __________.",Motor,B,"reciprocating at the piston pin, rotary at the crank pin","reciprocating at the crank pin, rotary at the piston pin",straight reciprocation,straight rotation,,,3
"Which of the following will occur when the lower edge of the spiral, on the plunger of a jerk pump, uncovers the spill port?",Motor,B,The plunger immediately reverses direction.,The pressure drops and fuel delivery stops.,The plunger rotates to the no fuel position.,The barrel rotates to the zero effective stroke position.,,,2
"If the jacket water temperature in an auxiliary diesel engine cooling system is lower than normal, the probable cause is __________.",Motor,B,air binding of the engine cooling system,a cracked water cooled exhaust manifold,blockage in the heat exchanger,faulty operation of the thermostat,,,4
"Before any work is done on a burner in an automatically fired auxiliary boiler, you should always __________.",Motor,B,block all control valves,allow the boiler to cool completely,lock all safety interlock switches closed,close all manually operated fuel valves,,,4
"If the a main propulsion diesel engine governor works irregularly with a jerking motion, a possible cause can be  __________.",Motor,B,a sticking fuel control linkage,a malfunctioning overload cam,an unlocked overspeed trip,floating valves,,,1
"When reassembling the bowl of a disk-type centrifuge, the bowl or locking ring is rotated __________.",Motor,B,"clockwise, due to the bowl rotating clockwise","clockwise, due to the bowl rotating counterclockwise","counterclockwise, due to the bowl rotating clockwise","counterclockwise, due to the bowl rotating counterclockwise",,,3
Pitting in the area close to the pitch line and on the same end of each gear tooth of a reduction gear unit would be caused by __________.,Motor,B,corrosion on the gears,excessive gear speed,dirt in the oil,misalignment of the gears,,,4
Which of the components listed is only found in an opposed piston engine?,Motor,B,Exhaust valves,Scavenging ports,Combustion chambers,Double crankshafts,,,4
"In a jerk pump, the amount of fuel that will be forced through the spray nozzle on each upward stroke of the plunger depends on __________.",Motor,B,the pump supply pressure,the slope of the fuel cam,how the plunger is rotated,the number of sleeve segments engaged with the rack,,,3
"To guarantee that a reduction gear bearing is receiving proper oil supply, you should check the __________.",Motor,B,lube oil temperature at the cooler outlet,lube oil strainer magnets,bearing lube oil temperature,lube oil pressure to the bearing,,,3
"If the coolant temperature is excessively low as it passes  through the internally cooled fuel injectors, the injectors may be damaged by __________.",Motor,B,water condensation in the fuel,corrosion of the nozzle tip,carbon deposits on the leakoff inlet,over lubrication of the needle valve,,,2
"Valves and fittings used with diesel engine fuel oil pressure piping may be threaded in sizes up to and including 60 mm O.D., but screwed unions __________.",Motor,B,are to be used on pressure lines in sizes 33 mm O.D. and over,over 33 mm O.D. will be permitted in lieu of flanged connections,shall not be used in any instance where the fitting is subjected to excessive vibration,are not to be used on pressure lines in sizes 33 mm O.D. and over,,,4
"Constant capacity, pressure atomizing, fuel burners designed to meet a wide variation in steaming loads on an auxiliary  boiler, are __________.",Motor,B,automatically supplied with warmer air on demand,automatically supplied with more fuel on demand,equipped with standard variable capacity atomizers,cycled on and off in response to steam demand,,,4
Adjustments to the compensating needle valve in a hydraulic governor should be made with the engine at __________.,Motor,B,maximum power at a normal load,maximum power and load under normal conditions,half speed and normal temperature,normal operating temperature without a load,,,4
The fuel oil strainers located in the fuel oil service system of an automatic auxiliary heating boiler are either  the duplex type or the __________.,Motor,B,filter bag type,Perry filter type,simplex type,absorbent type,,,3
Which of the following design features will reduce the possibility of overheating the top compression rings of a cast iron piston?,Motor,B,The top ring is located as close to the piston rim as possible.,The inside surface of the piston head is rounded into the ring belt.,A nickel-bearing insert is cast into the top ring groove.,A heat dam design is sometimes used in the piston head.,,,4
"In an electromagnetic slip coupling, the slip __________.",Motor,B,reduces magnetic pull caused by non-concentric electromagnets,reduces resonance and accentuates the turning moment irregularities,transmits electromagnetic flux through the primary circuit,generates the low frequency current which excites the secondary electromagnet,,,4
Which of the listed diesel engine operating conditions should be checked immediately after any diesel engine is started?,Motor,B,Exhaust temperature,Lube oil level,Lube oil pressure,Water level in the expansion tank,,,3
Which of the following statements is correct concerning a hydraulic coupling?,Motor,B,Accurate alignment between the rotating members is extremely important.,Rapid declutching is impossible.,Torque is controlled by the volume of oil in the coupling.,Torsional vibrations from the engine are transmitted directly to the hull by the coupling.,,,3
"During extremely cold weather, while starting an engine, it turns too slowly and fails to start.  This problem is most  likely the result of __________.",Motor,B,high fuel oil viscosity,low fuel oil temperature,high lube oil viscosity,energized glow plugs,,,3
"When transmitted by a reduction gear, diesel engine speed is reduced and the torque available for work  __________.",Motor,B,remains the same,is reduced,is increased,is eliminated,,,3
"Which of the couplings listed is normally not repairable, and is usually replaced if completely damaged?",Motor,B,Flexible disk-ring coupling,Gear-type coupling,Grid spring coupling,Block and jaw coupling,,,2
The purpose of a heat dam used in some diesel engine cast iron pistons is to __________.,Motor,B,concentrate all heat in the piston crown,increase the distance heat must travel from the crown to  the top ring groove,ensure that all heat in the piston crown is conducted to the top ring,provide a short direct path for heat to flow from the crown to the top ring,,,2
Load control on a diesel engine is accomplished by  __________.,Motor,B,regulating the speed of the turbocharger,rotating the fuel injector pump plunger,regulating the speed of the fuel oil transfer pump,changing engine timing,,,2
"Immediately after starting a small high-speed diesel engine, you should check the __________.",Motor,B,cooling water temperature,lube oil temperature,fuel pressure,lube oil pressure,,,4
"Prolonged operation of a diesel engine with a closed cooling water system, at lower than normal designed operating temperatures can __________.",Motor,B,increase power output,decrease lube oil viscosity,eliminate fuel knock,cause sulfuric acid formation,,,4
Valves used in diesel engine fuel oil pressure piping are to be __________.,Motor,B,so constructed as to permit packing under pressure,solenoid released upon the failure of engine lubrication,either of the gate or globe valve type,forge constructed under the approval of the Marine  Inspector,,,1
"Auxiliary boilers are divided into several classifications, one of which is __________.",Motor,B,fire-tube controlled circulation,fire-tube supercritical circulation,water-tube natural circulation,water-tube express circulation,,,3
Movement of the pump control rack in a fuel injection system using individual plunger-type pumps __________.,Motor,B,changes the position of the fuel inlet ports,changes the length of the pump stroke,varies the quantity of fuel delivered,varies the compression of the delivery valve spring,,,3
A diesel engine with a full speed of 1000 RPM drives a propeller at 300 RPM.  What is the speed reduction ratio?,Motor,B,0.3 to 1,3.33 to 1,33 to 1,300 to 1,,,2
"A faulty thermostatic bypass valve, in a diesel engine cooling system, can result in __________.",Motor,B,excessive time required for warming-up,excessive freshwater corrosion,scale formation on the saltwater side,saltwater mixing with the freshwater,,,1
Which of the listed governor characteristics will greatly affect the load sharing relationship between paralleled diesel generators?,Motor,B,Sensitivity,Power,Speed droop,Compensation,,,3
"Auxiliary boilers are divided into several classifications, one of which is __________.",Motor,B,water-tube supercritical circulation,water-tube forced circulation,fire-tube controlled circulation,fire-tube express circulation,,,2
One of the most common causes of reduction gear failure is  gear wear caused by scoring as a result of __________.,Motor,B,surface fatigue of the gears,an inadequate lube oil film,plastic flow of the gears,fretting corrosion from water contamination,,,2
