Question_Title,Subject_Name,Group_Name,Answer_1,Answer_2,Answer_3,Answer_4,Answer_5,Answer_6,Correct_Answer
Many micrometers are equipped with a ratchet stop at the end of the thimble to __________.,General,B,click at each increment of measure,prevent the user from closing the tool with too much force,stop the spindle from sliding out of the barrel,eliminate ratchet movement,,,2
A follower rest should be used with a lathe to machine __________.,General,B,large diameter stock between centers,threads on long slender shafts,work mounted on the lathe carriage,round stock to a finished dimension,,,2
Which of the drill sets listed would commonly be referred to as a 'Jobbers Set'?,General,B,A set of numbered size drills from 1 to 60.,A set of lettered size drills from A to Z.,A set of fractional size drills from 1/16'' to 1/2''.,A set of fractional size drills from 1/2'' to 2''.,,,3
If the chemical analysis of a lube oil sample taken from the main propulsion machinery indicates an increased neutralization number the __________.,General,B,acidity has increased,viscosity has decreased,demulsibility has improved,tendency to foam is guaranteed to occur,,,1
The proper design of a centrifugal pump must include a seal cage and sealing line when the pump __________.,General,B,takes suction from a low temperature pressurized tank,takes suction from a hot well,is handling a liquid at less than 150°F,has a high positive suction head,,,2
Why is it necessary to have the weight bearing piston of a  deadweight gage tester spinning when testing a gage for proper calibration?,General,B,Minimizes piston drag and reduces tester error.,Prevents vibration errors in the gage tester.,Minimizes piston speed and reduces tester error.,Allows trapped air below the piston to escape.,,,1
"Some vessels are equipped with a water lubricated stern tube.  When at sea, operating under normal conditions, the  water service valve from the ship's saltwater system to the bearing should be __________.",General,B,"closed, and no leakage permitted across the shaft packing","closed, and only slight leakage permitted across the shaft  packing","open, and no leakage permitted across the shaft packing","open, and only slight leakage permitted across the shaft packing",,,2
The correct torque value for a micrometer torque wrench is  reached when __________.,General,B,the scale is read on the handle,the dial is read on the handle,an audible click is heard and the handle releases,a dial lights on the handle,,,3
"To commence cutting threads with a metal lathe, you should  engage the __________.",General,B,feed-change lever,split or half-nut,back gear lever,thread-chasing dial,,,2
"When using a micrometer to measure a drill for size, you should measure across the drill __________.",General,B,margins,flutes,shank,web,,,1
"A good quality lubricating oil used in any machinery, should be __________.",General,B,acid free,capable of emulsifying,a rapid oxidizer,additive free,,,1
Centrifugal pumps are designed with sealing lines __________.,General,B,to prevent the fluid being pumped from pouring out of the stuffing box when a high suction head is available,in place of mechanical seals,in place of slinger rings,to prevent air from entering the pump casing along the shaft,,,4
"An 8"" diameter wheel is driving a 20"" diameter wheel via a  pair of belts.  The power input is supplied by a 5 HP motor rotating the driving wheel at 300 RPM.  If the efficiency of the transmission is 80%, what RPM and torque is delivered to the driven wheel?",General,B,120 RPM at 4 HP,160 RPM at 4 HP,220 RPM at 4.5 HP,220 RPM at 4.8 HP,,,1
"A rotameter, when used to indicate the rate of fluid flow in distilling plants, is essentially an area meter consisting of a __________.",General,B,movable float riding on a rod centered in a tapered tube,piston uncovering a port whose opening is directly  proportional to fluid flow,movable orifice plate venturi tube and high pressure tap,rotating vane transmitting nutating motion to a counter mechanism,,,1
Which of the following methods applies to how a vacuum is created by a jet pump or an eductor?,General,B,Centrifugal force converted into potential energy.,A reciprocating plunger directly applying force to a fluid.,A rapidly moving stream of fluid passing through a nozzle.,A propeller drawing a fluid through a venturi nozzle.,,,3
"For greater accuracy, some micrometers have a vernier scale making it possible to read in increments of __________.",General,B,five thousands of an inch,ten thousands of an inch,twenty five thousands of an inch,one fortieth of an inch,,,2
The 60° taper angle machined on work supported by lathe centers is most easily machined by the __________.,General,B,taper attachment,compound rest,tailstock setover method,headstock setover method,,,2
"Under normal conditions, the refrigerant enters the compressor in an operating refrigeration system as a __________.",General,B,liquid,dry saturated gas,wet saturated gas,superheated vapor,,,4
The most accurate method of measuring the setting of an inside caliper is to use a/an __________.,General,B,thread micrometer,outside micrometer,engineer's scale,dial indicator,,,2
Sealing lines provide sealing liquid flow to the stuffing box of a centrifugal pump __________.,General,B,to help lubricate the shaft packing,to limit the outflow of seawater from the stuffing box of a pump provided with a high suction head,in place of sealing gages,in place of mechanical seals,,,1
"As routine maintenance, the bilge manifold valves are periodically removed and examined.  Prior to resecuring the valve bonnets, the valve __________.",General,B,disks and seats should be checked and lapped if necessary,bonnet flange gaskets should be renewed if they were cut or torn,stem packing should be renewed if the packing has hardened,all of the above,,,4
"If oil sprays out on a hot piece of machinery, catches fire and does $72,000 damage to your ship, by law this must be reported to the __________.",General,B,nearest Coast Guard unit,"Officer in Charge, Marine Inspection at the first port of  arrival",principal surveyor of the American Bureau of Shipping at the next U.S. port,U.S. Salvage Association Surveyor at the next U.S. port,,,2
A hydrometer measures specific gravity by comparing the __________.,General,B,density of a substance in water with the density of the same subject in air,differences in weight between water and the liquid measured,mass of substance measured with the density of the same substance,buoyancy of an object in water with the buoyancy of the same object in the liquid being measured,,,4
An excessive amount of water is prevented from entering a vessel using a water lubricated stern tube bearing by the use of the __________.,General,B,propeller hub,lignum vitae,shaft packing,labyrinth seal,,,3
A micrometer screw has a pitch of __________.,General,B,40 threads per inch,50 threads per inch,75 threads per inch,100 threads per inch,,,1
A taper may be turned on a lathe by __________.,General,B,setting over the tailstock,using the compound rest,using the taper attachment,all of the above,,,4
Refrigerant enters the condenser as a __________.,General,B,high pressure liquid,low pressure vapor,high pressure vapor,low pressure liquid,,,3
"If the thimble of a micrometer were turned through one complete revolution, the micrometer would open or close by a linear distance of __________.",General,B,.001 inch,.010 inch,.025 inch,.100 inch,,,3
A micrometer would be used to measure __________.,General,B,microseconds,round stock diameter,electrical resistance,low voltages,,,2
Early models of the flash-type evaporators used a separate  shell-and-tube heat exchanger as the air ejector condenser. More recent models use a combined air ejector condenser with the __________.,General,B,distilling condenser,salt water feed heater,distillate cooler,flash chamber,,,2
"As a general rule of thumb, the reservoir used in a hydraulic system should have a capacity, when at the normal level, approximately equal to __________.",General,B,two to three times the normal flow rate through the system,the flow rate through the system,ten times the flow rate through the system,the number of gallons a pump can circulate in one minute.,,,1
"If the pump for a hydraulic anchor windlass is overheating, the cause may be __________.",General,B,excessive drive motor speed,excessive pump discharge pressure,too low of a tilting box angle,insufficient drive motor speed,,,2
"When a vessel is underway, a small amount of water is allowed to leak through the water lubricated stern tube stuffing box in order to __________.",General,B,flush out silt and mud which can accumulate from shallow water,prevent overheating of the packing,ensure positive coolant flow through the strut bearings,prevent seizing of the rubber strips in the bearing bushing,,,2
The rotating part of a micrometer is the known as the __________.,General,B,anvil,barrel,frame,thimble,,,4
"To safely change spindle speeds on a lathe, you must first  __________.",General,B,disengage the spindle clutch,engage the feed change lever,disengage the feed reverse lever,stop the lathe rotation,,,4
A small hole gauge is used in conjunction with a/an __________.,General,B,feeler gauge,micrometer,surface gauge,angle gauge,,,2
"The function of seal cages, or lantern rings installed in  the centrifugal pump stuffing boxes, is to __________.",General,B,cool the shaft,lubricate the packing,seal air from entering along the shaft,distribute the sealing liquid within the stuffing box,,,4
The capacity of a particular ballast pump is 200 gallons per minute.  Approximately how long will it take to ballast a tank with 68.5 long tons of seawater?,General,B,1.5 hours,2.0 hours,2.5 hours,3.0 hours,,,1
An oil fog lubrication system is recommended for __________.,General,B,gear shaft bearings,high speed continuous operation of roller bearings,low and moderate speed ball bearings,heavily loaded and high-speed ball bearings,,,2
"When repacking a stuffing box fitted with a lantern ring,  which of the following precautions should be observed?",General,B,Replace all of the packing rings.,Block off the sealing water connection.,Be certain that all packing is fitted loosely to the shaft.,"For good lubrication, apply a fine grade lapping compound  between the shaft and packing.",,,1
An independent bilge suction is required for __________.,General,B,ballast tanks,sludge tanks,machinery space bilges,cargo hold bilges,,,3
"During the operation of the flash-type evaporator, the distillate flow meter indicates the output has dropped by more than 50% from the previous day.  With the exception of the three-way valve diverting the distillate output to the  bilge once every hour, everything else appears normal. The  probable cause is due to __________.",General,B,damage sustained by the distillate pump coupling,excessive L.P. extraction steam being supplied to the feedwater heater,the feedwater temperature being maintained at 168°F,the distillate output temperature being indicated at 100°F,,,1
The collision bulkhead is located __________.,General,B,on the bridge deck,between the passenger and cargo areas,at the stern of the ship,as the first watertight bulkhead aft of the bow in the ship,,,4
"According to Title 46 CFR, of the equipment listed below, which equipment must be tested NOT more than 12 hours prior to getting underway from a U.S. port when the voyage is to be of 48 hours or greater duration?",General,B,Steering gear,Shaft generator,All external vessel control communications and alarms,All of the above,,,1
"In a flash distilling unit, evaporator feed (seawater) first absorbs heat in the __________.",General,B,vapor feed heater,air ejector condenser,saltwater heater,distillate cooler,,,4
Which of the listed numeric values represents the smallest  size drill?,General,B,#0,#1,#60,#80,,,4
Which of the lathe operations listed is best done with the  carriage locked in position?,General,B,Facing work held in a chuck.,Turning work held between centers.,Threading internal threads.,Boring an angled hole.,,,1
"If you turn the handwheel/adjusting screw clockwise of a spring-loaded, internal pilot, reducing valve, you will __________.",General,B,compress the adjusting spring against the diaphragm,release spring tension from the diaphragm,increase steam pressure to the reducing valve,decrease spring tension in the main valve,,,1
The function of lubricating oil is to __________.,General,B,reduce friction between contact surfaces in motion,provide even distribution of bearing wear,reduce the accumulation of harmful detergents,maintain a constant oil temperature output at each bearing,,,1
"While at sea, the flash type evaporator is discharging the  output to the distill tanks.  If it becomes necessary to reduce the feed water temperature below 165°F, you should __________.",General,B,continue the current evaporator operation,dump the evaporator to the bilge,secure the evaporator until the feedwater temperature can be raised to 165°F or more,raise the tripping point at the salinity indicating panel for the three-way valve,,,1
"If hot oil comes in contact with a diesel engine turbocharger, catches fire, and causes in excess of $(USA)25,000 damage to your ship, by law this must be reported to the __________.",General,B,engine manufacturer,American Bureau of Shipping,"U.S.C.G. Officer in Charge, Marine Inspection at the next port",vessel underwriters,,,3
Carbon deposits forming on the discharge valves of an air compressor are caused by oil deterioration under high pressure.  The first step in reducing these deposits would  be to __________.,General,B,reduce the discharge temperatures,increase the compression ratio,use a high viscosity oil,increase the oil volatility,,,1
"When a flash evaporator is being operated in extremely cold water, you may need to throttle the seawater supply to __________.",General,B,prevent cold shocking the evaporator,maintain the feedwater temperature above the required minimum input temperature,avoid flooding the evaporator shell,increase the evaporator distilling rate,,,2
The dead center of a lathe can be properly used only after  the end of the work piece has been __________.,General,B,counter bored,tapered,center drilled,convexed,,,3
Flash gas formed in the liquid line of a refrigeration system may cause __________.,General,B,pressure at expansion valve inlet to increase,expansion valve pins and seats to erode,expansion valve capacity to increase,pressure difference across the expansion valve to increase,,,2
Which of the drill sizes listed represents the largest size drill?,General,B,A,X,Z,XX,,,3
"If a flash-type evaporator was designed to operate in seawater at 75°F, and the current seawater temperature is 50°F, without readjusting any valve associated with this evaporator, __________.",General,B,the capacity will be doubled,the capacity will remain the same regardless of the seawater temperature,it will probably 'trip off line' as a result of violent flashing due to excessive vacuum,it will produce the purest and lowest salinity concentration of distillate that can be produced,,,3
Overheating of the hydraulic fluid in an electro-hydraulic  anchor windlass can result from a/an __________.,General,B,overload on the pump motor,low fluid level in the reservoir,low fluid viscosity around the shaft seal,high oil level in the sump,,,2
A dirty intercooler on the ship service air compressor will result in __________.,General,B,decreased compression ratio,higher than normal power consumption,unloader malfunction,water in the lubricating oil,,,2
"Which of the listed conditions will cause the feedwater, that has not flashed to vapor in the first-stage of a flash evaporator, to flow into the second-stage?",General,B,Gravity siphon effect,Higher vacuum in the second-stage,Difference in brine density between first and second stages,Lower pressure in first-stage,,,2
"In a refrigeration system, the heat normally producing the  flash gas at the thermostatic expansion valve, is obtained  from __________.",General,B,the hot gas bypass connection at the threeway valve,the portion of liquid refrigerant which does not flash,exposure to the high ambient temperature within the coil,exposure to the high ambient temperature of the cooled space,,,2
Sealing lines provide sealing liquid flow to the stuffing box of a centrifugal pump __________.,General,B,to prevent seawater from passing out the stuffing box when a high suction head is present,to cool the shaft,in place of mechanical seals,in place of lantern rings,,,2
A twist drill gage can be used to measure the drill's __________.,General,B,length,diameter,clearance angle,web thickness,,,2
"Under normal operating conditions, the highest feed temperature and pressure conditions existing for flash-type evaporators will occur in the __________.",General,B,first stage,second stage,distillate cooler,salt water feed heater,,,4
A dirty intercooler on an air compressor will cause __________.,General,B,damage to the unloader operating diaphragm,an increase in current flow to the motor,high pressure in the receiver and refrig-a-filter,an excessive consumption of crankcase oil,,,2
"Which of the following actions should be taken if during a  routine maintenance inspection of a centrifugal pump, localized scoring on a pump shaft sleeve is detected?",General,B,Correct the cause of the scoring and repair the sleeve or replace with a new one.,Reassemble the unit and provide more water leak off for proper lubrication.,Check for parallel alignment of the sleeve radial faces to the sleeve bores.,Reassemble the unit and adjust the governor to obtain a slower speed.,,,1
"If all of the metals listed below are two inches in diameter, which of those listed can be cut with the highest operating lathe speed?",General,B,Cast iron,Machine steel,Aluminum,Soft brass,,,3
"High vapor superheat in a refrigeration system, may be caused by a/an __________.",General,B,increased capacity of the compressor,more efficient operation of the thermal expansion valve,decreased capacity of the compressor,loss of receiver capacity,,,3
"In a two-stage flash-type evaporator, excess brine in the first stage automatically passes __________.",General,B,directly to the second stage feed heater,directly overboard through the brine cooler,into the second stage flash chamber,into the second stage vapor condenser,,,3
The drill size is marked on the __________.,General,B,point,shank,margin,flute,,,2
Excessive lube oil consumption by a reciprocating air compressor can be caused by __________.,General,B,increasing the operating pressure differential,using oil having an excessive viscosity,intercooler or aftercooler leaks,carrying the oil level higher than normal,,,4
The total length of stroke in a reciprocating steam pump can be adjusted by __________.,General,B,increasing or decreasing the number of packing rings around the piston rod,variations in the throttle adjustment,twisting the stayrod in a clockwise direction,changing the setting of the tappet collars on the pilot valve operating rod,,,4
Which of the following statements best defines 'depth of cut' in lathe work?,General,B,The distance to tool point advances with each revolution of the work.,The distance from the bottom of the cut to the uncut surface of the workpiece.,The distance the workpiece circumference moves past the cutting tool point in 1 minute.,The chip length that will be removed from the work in 1 minute.,,,2
In which of the listed refrigeration system components does superheating of the refrigerant take place?,General,B,Expansion valve,Evaporator,Drier,Receiver,,,2
The vacuum maintained in the salt water feed heater shell of a flash-type evaporator is generally accomplished by __________.,General,B,a separate air ejector unit,a direct unimpeded connection between second stage and salt water feed heater,either by vacuum drag or an external line from the first stage via a fixed orifice,the fixed orifice provided in the steam supply line,,,3
Excessive lube oil consumption in a reciprocating air compressor is an indication of __________.,General,B,leakage in the aftercooler,leakage in the intercooler,worn or broken piston rings,defects in the high pressure unloader,,,3
Which of the lubricants listed is the best to use on a reciprocating pump rod?,General,B,Engine oil.,Oil mixed with kerosene.,Graphite and oil.,Vegetable oil.,,,3
When stock is being turned in a lathe the outside diameter  is reduced by an amount equal to __________.,General,B,the depth of cut,one half the depth of cut,twice the depth of cut,twice the rate of feed,,,3
"In a refrigeration system, the amount of refrigerant admitted to the evaporator is directly related to __________.",General,B,the compressor discharge pressure,condenser cooling water temperature,the solenoid valve differential pressure,the superheat of the refrigerant in the tail coil,,,4
If the distillate temperature from a flash type evaporator falls below 160°F __________.,General,B,the distillate may be directed to the storage tanks,the automatic three-way solenoid dump valve should direct distillate to the bilge,the demisters will become scaled,priming will occur in the first-effect,,,1
"If the drill point lips are of unequal length, the drill will wobble and __________.",General,B,cut a continuous chip,jam in the hole and break,cut an oversized hole,overheat rapidly from rubbing,,,3
The absolute pressure maintained in the shell of the salt water feed heater on most flash evaporators used on steam propelled vessels is __________.,General,B,slightly less than the absolute pressure of the L.P. extraction,slightly less than the supplied live steam pressure at the  reducing valve outlet,slightly higher than the second stage vacuum,slightly lower than the first stage vacuum,,,1
Which of the following statements is true concerning V-belt drives for reciprocating air compressors?,General,B,Belts generally stretch slightly during the first few months of use.,An excessively tight belt will overload the bearings.,A loose belt will slip on the motor pulley and wear rapidly.,All of the above.,,,4
"If you are cutting off a piece of stock in a lathe and the  workpiece tends to climb over the top of the cutoff tool, you should __________.",General,B,increase the lathe spindle speed,increase the height of the tool cutting edge,stop the lathe and tighten the chuck,stop the lathe and lubricate the dead center,,,2
The refrigerant gas returning to the compressor should be __________.,General,B,superheated,saturated,dense,flooded,,,1
"The distillate produced by a flash evaporator has a salinity of 0.21 grains per gallon, with a feedwater temperature entering the first-stage of the evaporator at 170°F.  Under these conditions the three-way solenoid valve will __________.",General,B,direct distillate to the bilge,direct distillate to the freshwater tanks,recirculate distillate to the first-stage feed inlet,recirculate distillate to the distiller saltwater heater,,,2
"On a multistage flash-type evaporator, the flash chamber is __________.",General,B,combined as part of the salt water feed heater,the open area above the brine levels in the first and second stages,combined as part of the distillate cooler,another term used to describe the vapor feed heater,,,2
The heated feedwater entering any flash chamber of a flash-type evaporator will __________.,General,B,"vaporize, with the unflashed water remaining at the temperature at which it entered the flash chamber","vaporize, with the unflashed water equalizing to the saturation conditions existing in the flash chamber","vaporize, with the remaining water at a temperature greater than it entered the flash chamber","boil, allowing steam bubbles to rise through the brine at the bottom of the flash chamber",,,2
"If the electric motor driving an air compressor fails to start, the cause may be a __________.",General,B,leaking unloader,tripped circuit breaker,control line leak,defective pop valve,,,2
"If you determine that a steam reciprocating pump is operating with too long of a stroke, causing the piston nut to strike the cylinder head, you should __________.",General,B,completely open the steam cushioning valves,install a smaller nut on the piston rod,adjust the valve gear to manufacturer's specified measurements,install a shorter piston rod,,,3
"When steel, cast iron, or other metals with surface scale are being turned, the first roughing cut should be taken __________.",General,B,slowly to prevent tool chatter,deep enough to get under the scale,lightly to avoid dulling the tool,rapidly in a continuous chip,,,2
The low pressure side of a refrigeration system is  considered to exist from the __________.,General,B,expansion valve to the compressor,receiver to the expansion coil,expansion valve to the evaporator,condenser to the expansion valve,,,1
"In the event of a power failure to the salinity panel on a  flash-type evaporator, the three-way solenoid valve will __________.",General,B,be frozen in its last position,direct distillate to the fresh water tank,dump distillate to the bilge,dump distillate to the makeup feed tank,,,3
"Positive displacement, helical gear pumps are well suited for pumping oil because __________.",General,B,stuffing boxes eliminate the leakage problems usually associated with other gear pumps,helical gear pumps are essentially self-priming and produce high suction lift,closely maintained design clearances in this pump is not necessary,helical gear pumps are designed with extreme tooth angles,,,2
Scale formation in a flash-type evaporator is usually found in the __________.,General,B,flash chamber walls,tubes of the salt water feed heater,tubes of the air ejector condenser,tubes of the distiller condenser,,,2
"After disassembly, the safest way to remove carbon deposits from air compressor inlet and discharge valves is to use __________.",General,B,ammonia,diesel oil,gasoline,naphtha,,,2
"In a water cooled stern tube, a slight leakage of water across the packing gland is provided to __________.",General,B,flush all dirt and grit from the gland,flush all dirt and grit from the bearing staves,keep the gland packing cool,keep the stern tube fair water cool,,,3
The component of a refrigerating system in which the refrigerant vaporizes and absorbs heat is known as the __________.,General,B,condenser,vapor generator,accumulator,evaporator,,,4
In which of the areas listed would you expect to find the highest salt concentration in a flash evaporator?,General,B,Distiller air ejector cooling medium,Saltwater heater discharge,First-stage internal feed box,Second-stage internal feed box,,,4
"The flash chamber of a soloshell evaporator is typically an external chamber used for the combining of the distillate produced at two different absolute pressures.  On a multistage flash-type evaporator, the flash chamber is __________.",General,B,combined as part of the salt water feed heater,the open area above the brine levels in the first and second stages,combined as part of the distillate cooler,another term used to describe the vapor feed heater,,,2
An AC synchronous transmission type remote steering control system consists of a __________.,General,B,transmitter at the steering station and a receiver at the steering engine,reversible motor at the steering station geared to the steering pumps,small induction motor on the bridge which controls the rudder through pulleys,variable displacement hydraulic pump driven by a reversible DC motor,,,1
"The main bearings of a reciprocating air compressor are tapered roller bearings.  When mounted, these bearings are  given a 'cold' end clearance to __________.",General,B,allow for crank web deflection,allow for longitudinal expansion of the crankshaft as the unit warms up,prevent longitudinal thrust in the crankshaft,reduce torsional vibration in the crankshaft,,,2
"Generally speaking, when using a twist drill to bore a hole in metal, the harder the metal, the greater should be the drill's __________.",General,B,diameter,lip clearance,included point angle,cutting speed,,,3
"To operate a centrifugal fire pump at reduced capacity, you should __________.",General,B,readjust the relief valve,throttle the suction line,throttle the discharge valve,open the priming line,,,3
Which of the following best describes the thermodynamic effect on the  pressure and volume relationship with regards to saturated gases?,General,B,"As pressure decreases, volume increases","As volume increases, pressure increases","As volume decreases, pressure decreases","As pressure increases, volume increases",,,1
Steam supply for the operation of the low pressure evaporators may be obtained directly from the __________.,General,B,main steam line,turbine extraction line,turbo-generator steam supply line,air ejector exhaust line,,,2
"The brine level in the second-stage of a flash-type evaporator is due in part to the feed rate, the rate of evaporation in both stages, and the __________.",General,B,steam flow rate to the air ejectors,float controlled level of the feed heater,capacity of the distillate pump,throughput of the brine overboard pump,,,4
Any restriction in the instrument air piping of a pneumatic control system will __________.,General,B,delay transmission of the air signal,increase the transmitted air signal intensity,reduce the transmitted air signal value,accelerate transmission of the air signal,,,1
If one drive belt on an air compressor is found to be worn you should __________.,General,B,replace that belt only,replace all of the belts,dress the worn belt,adjust belt tension,,,2
The discharge rate or capacity of a centrifugal pump will vary directly as the __________.,General,B,change in the impeller diameter,square of the impeller radius,cube of the impeller diameter,impeller efficiency for large changes in its size,,,1
"If you are machining work held between lathe centers, and the lathe centers begin to squeal, you should first __________.",General,B,lubricate the centers,stop the lathe,change the cutting bit,run the lathe at a slower speed,,,2
"The term 'oil foaming' in refrigeration practice, is used to describe the __________.",General,B,release of dissolved lubricant from the refrigerant in the  crankcase,release of miscible refrigerant from the lubricant in the crankcase,sudden evaporation of entrapped air from the refrigerant liquid,sudden evaporation of entrapped moisture from the crankcase lubricant,,,2
"Where auxiliary steam supply is not used in the process of  maintaining vacuum in a distilling unit, the vacuum is usually attained by __________.",General,B,air operated air ejectors,vacuum pumps,increasing the rate of condensation in the distiller condensers,a separate suction connection to the brine overboard pump,,,2
"When operating with a negative suction head, which of the following types of pumps will require priming?",General,B,Reciprocating,Centrifugal,Rotary,Gear,,,2
Early models of the flash-type evaporators used a pump to drain condensate from the salt water feed heater.  In more  recent models this is commonly carried out by __________.,General,B,the use of an attemporator,gravitating the condensate to the DC heater,vacuum drag to the auxiliary or main condenser,the use of a loop seal to the combined low pressure feed heater,,,3
Which of the listed pressure-control valves is used in a hydraulic system to prevent the stray movements of a vertical load until required?,General,B,Pressure reducing valve,Counterbalance valve,Unloading valve,Sequence valve,,,2
"A saltwater leak shorts out your switchboard causing a fire which does $(USA)27,500 damage to the electrical equipment.  This must be reported to the __________.",General,B,insurance underwriter,U.S. Coast Guard,harbormaster,port engineer,,,2
A Bourdon tube pressure gage is protected from the effects  of the steam entering the pressure element by a/an __________.,General,B,"exposed, uninsulated coil in the line leading to the gage",impulse-type steam trap in the gage line,leather or neoprene diaphragm in the gage line,spring loaded bellows in the gage line,,,1
"If the drive belts on an air compressor were squealing, you should fix them by __________.",General,B,spraying oil on the belts,tightening the belts,loosening the belts,installing wider belts,,,2
The refrigerant leaves the evaporator of a refrigeration system as a low pressure __________.,General,B,subcooled liquid,high temperature liquid,oil saturated liquid,superheated vapor,,,4
"The purpose of a three-way, solenoid, dump valve on an evaporator is to __________.",General,B,prevent excessively saline distillate from entering the freshwater system,drain the evaporator first-effect only,drain the evaporator second-effect only,allow the evaporator's first- and second-effects to be drained with one valve,,,1
"Reduced capacity, accompanied by vibration and noise at the  suction of a centrifugal pump is a result of __________.",General,B,cavitation,water hammer,fluid friction,steam knock,,,1
The size of the loop seal orifice for a flash-type  evaporator is important for maintaining the control of __________.,General,B,the vacuum differential developed between both stages,the absolute pressure differential developed between both stages,the absolute pressure developed in the salt water feed heater shell,maintaining distillate flow between the first and second stage in order to avoid dry seal operation of the loop,,,4
Which of the listed pressure control valves would be used to permit the completion of one action of a hydraulic system before a second action would be permitted?,General,B,Counterbalance valve,Unloading valve,Sequence valve,Pressure-reducing valve,,,3
A measurement of .625 is equal to __________.,General,B,1/2 inch,9/16 inch,5/8 inch,3/4 inch,,,3
"In order to accurately measure very low positive pressures, which of the instruments listed should be used?",General,B,Compound gage,Bourdon tube,Manometer,Deadweight gage,,,3
"A workpiece has been mounted between centers and a test cut machined at each end to check alignment of the lathe centers.  If the test cut on the tailstock end is deeper than the test cut on the headstock end, the tailstock must  be moved __________.",General,B,away from you to correct alignment,toward you to correct alignment,closer to the headstock to reduce the amount of offset,away from the headstock to decrease the misalignment,,,1
A solenoid-operated distillate three-way valve is installed in the discharge line between the distilling plant and the potable water tanks.  This valve will trip and dump the distillate discharge if the __________.,General,B,distillate salinity is excessive,distillate temperature is excessive,potable water tank has been filled with raw water,potable water tank has become contaminated,,,1
If a centrifugal bilge pump were continually operated with  the discharge valve closed the __________.,General,B,motor overload would open,relief valve would open,pump would eventually overheat,motor would overheat,,,3
Which of the listed pressure control valves would be used to establish the maximum operating pressure of a hydraulic system?,General,B,Pressure-reducing valve,Unloading valve,Counterbalance valve,Pressure-relief valve,,,4
"Before disconnecting a joint in a pipeline, you should __________.",General,B,determine the size of the gasket,hang a bucket under the joint,have a first aid kit on hand,be sure no pressure exists in the line,,,4
"The neutralization number of lube oil used in the machinery has exceeded its permissible range, therefore, it will be necessary to __________.",General,B,centrifuge the oil,add makeup oil,renew the entire oil supply,operate the machinery at reduced power,,,3
"For proper support when turning a long thin piece of work between lathe centers, you should use a __________.",General,B,faceplate,steady rest,draw-in collet chuck,compound rest,,,2
A centrifugal pump operating against a closed discharge valve has a/an __________.,General,B,capacity of 100%,efficiency of 0%,internal slippage of 0%,shut off horsepower rating of 100%,,,2
"While in operation, the function of the orifice in the flash evaporator loop seal is to __________.",General,B,maintain the absolute pressure difference between the first and second stages,allow vacuum to be drawn from the first stage shell to the  second stage shell,allow vacuum to be drawn from the second stage shell to the first stage shell,aid in maintaining the difference in absolute pressure between the second stage shell and the salt water feed heater,,,1
"A water line ruptures under pressure and floods the engine  room causing $(USA)30,000 damage to the machinery.  By law,  this must be reported to the __________.",General,B,engine manufacturer,owner or his agent,U.S. Coast Guard,insurance underwriter,,,3
Joints in pipelines must be properly aligned before they are connected because __________.,General,B,excessive strain on the joints will result if they are misaligned,misalignment permits excessive expansion,the pipe will be completely blocked by even the slightest amount of misalignment,condensate accumulates rapidly when flanges are not properly aligned,,,1
The lathe steady rest is normally used for supporting one end of a __________.,General,B,short heavy casting held in a three jaw chuck,"long workpiece for facing, drilling, and boring",short workpiece being machined to an internal taper,tubular workpiece being parted between centers,,,2
The temperature of a refrigerant gas is the highest __________.,General,B,at the compressor discharge,at the compressor suction,in the expansion valve,in the receiver,,,1
"Condensate formed within the tubes of the first-effect submerged tube nest of a double-effect, low pressure evaporator, is removed by a __________.",General,B,series of baffles,crossover pipe,condensate separator,drain pump,,,4
A centrifugal pump attempting to develop flow against a closed discharge valve has a/an __________.,General,B,capacity of 0%,efficiency of 100%,internal slippage of 0%,shut off horsepower rating of 100%,,,1
"The function of the loop seal, as typically provided on a flash type evaporator, is to __________.",General,B,aid in establishing a vacuum in the first stage via the second stage,transfer the distillate produced in the first stage to the  second stage,aid in establishing a vacuum in the second stage via the first stage,aid in developing a vacuum in the shell of the salt water feed heater,,,2
"A fuel oil settler is 35 feet 4 inches long, 25 feet 10 inches wide, and 19 feet deep.  The noon sounding showed a  level of 15 feet 2 inches.  The oil meter reads 6517 at that time and 8911 at 1600.  How many barrels of fuel oil remained in the settler at 1600?",General,B,"2,408.69 bbls","3,031.88 bbls","3,235.79 bbls","3,763.12 bbls",,,1
A compound gage is used to measure __________.,General,B,temperature and pressure,humidity and temperature,pressure and vacuum,pressure and humidity,,,3
"Before making up a flanged joint, you should __________.",General,B,be certain that the flanges line up squarely,cut grooves in the flange face with a chisel,heat the pipeline to expand the bolt holes,have a second spare gasket on hand,,,1
"If you are taking a roughing cut on a steel workpiece in a  lathe and see blue chips coming off that workpiece, you should __________.",General,B,decrease the flow of lubricating oil to the tool,reduce the cutting tool height above center,reduce the tool feed or depth of cut,decrease the cross compound speed,,,3
Which of the listed components is considered to separate the high pressure side of a refrigeration cycle from the low pressure side of the cycle?,General,B,The condenser and the expansion valve,The king valve and the solenoid valve,The compressor and the expansion valve,The condenser and the solenoid valve,,,3
