Question_Title,Subject_Name,Group_Name,Answer_1,Answer_2,Answer_3,Answer_4,Answer_5,Answer_6,Correct_Answer
Which of the following statements concerning immersion suits is correct?,Naval,B,Immersion suits should be worn during routine work on deck  to provide maximum protection.,"After purchasing, the suit should be removed from its storage bag and hung on a hanger where it will be readily accessible.","During the annual maintenance, the front zipper should be lubricated according to manufacturers recommendations.",Small leaks or tears may be repaired using the repair kit packed with the suit.,,,3
The zipper of an immersion suit should be lubricated with __________.,Naval,B,the manufacturers recommended lubricant,epoxy resin consisting of at least two coatings,low temperature water-soluble oil,sealing compound used in liferafts,,,1
You are testing the external inflation bladder on an immersion suit and find it has a very slow leak.  Which of  the actions listed should be taken?,Naval,B,Replace the suit.,Replace the inflation bladder.,Contact the manufacturer for repair instruction.,Some leakage should be expected and a topping off tube is provided; no other action is necessary.,,,3
The external floataion bladder of an immersion suit should be inflated __________.,Naval,B,only after two hours in the water,only after four hours in the water,before entry into the water,upon enter into the water,,,4
The signal for abandon ship is __________.,Naval,B,three short blasts on the whistle or three rings on the general alarm,more than six short blasts and one long blast on the whistle and the same signal on the general alarm,rapid ringing of the ship's bell and general alarm for at least 10  seconds,four long blasts on the whistle and the same on the general alarm,,,2
How is the external flotation bladder of an immersion suit  inflated?,Naval,B,It is inflated by a small CO2 bottle that is automatically  tripped when the front zipper is at the top of zipper track.,It is inflated by a small CO2 bottle that is manually tripped.,It is inflated by blowing through an inflation tube.,It inflates by sea water bleeding into the flotation bladder and reacting with a chemical.,,,3
The FIRST course of action in fighting a fire in a cargo or fuel oil tank is to __________.,Naval,B,secure all openings to the tank,discharge an initial charge of CO2 with a hand portable extinguisher,direct a fire hose into the tank and energize the fire main,spray the tank boundaries with a fire hose to promote cooling,,,1
The external flotation bladder on an immersion suit should  be inflated __________.,Naval,B,before you enter the water,after you enter the water,after one hour in the water,after you notice that your suit is losing buoyancy,,,2
The No. 1 lifeboat on a ship would be found __________.,Naval,B,on the port side,on the starboard side,aft of the forward lifeboat on the port side,aft of the forward lifeboat on the starboard side,,,2
An immersion suit should be equipped with a/an __________.,Naval,B,air bottle for breathing,whistle and handheld flare,"whistle, strobe light, and reflective tape","whistle, handheld flare, and sea dye marker",,,3
The canopy of your liferaft should __________.,Naval,B,go into place as the raft is inflated,be put up after everyone is aboard,be put up only in severe weather,be used as a sail if the wind is blowing,,,1
"If you see an individual fall overboard, you should __________.",Naval,B,throw them a life ring,hail 'Man overboard',pass the word to the bridge,all of the above,,,4
A person who observes an individual fall overboard from an OSV should __________.,Naval,B,immediately jump into the water to assist the individual,call for help and keep the individual in sight,run to the radio room to send an emergency message,go to the control room for the distress flares,,,2
"Onboard an OSV, the key to the most rapid and effective response to a man overboard situation is __________.",Naval,B,well-conducted drills,a dedicated crew,good equipment,good communication,,,1
Using a sea anchor with the survival craft will __________.,Naval,B,reduce your drift rate,keep the survival craft from turning over,aid in recovering the survival craft,increase your visibility,,,1
"While retrieving the survival craft, the engine should be stopped __________.",Naval,B,when the craft clears the water,when the cable has been attached,on approach to the platform,at the embarkation,,,1
"When retrieving the survival craft, the winch operator should stop the winch and check __________.",Naval,B,that all personnel are seated in the craft,that the cable has not jumped any grooves on the drum,which way the wind is blowing,the hydraulic fluid level before lifting,,,2
"After being launched from an OSV, a totally enclosed survival craft which has been afloat over a long period of  time, requires __________.",Naval,B,frequent opening of hatches to permit entry of fresh air,regular checks of bilge levels,use of ear plugs to dampen engine noise,frequent flushing of the water spray system with fresh water,,,2
Which of the lifeboat parts listed must be painted bright red?,Naval,B,Hatches,Releasing gear lever,Boat hooks,Compass,,,2
"If water is rising in the bildge of a survival craft, you should first __________.",Naval,B,abandon the survival craft,check for cracks in the hull,shift all personnel to the stern,check the bildge drain plug,,,4
"If the water level is rising in the bildge of a survival craft, you should first __________.",Naval,B,increase the speed of the survival craft,shift all personnel to the bow,shift all personnel to the stern,check the bildge drain plug,,,4
The rescue boat on an OSV shall carry a tow line strong enough to tow the vessel's largest loaded liferaft at a speed of at least __________.,Naval,B,one knot,two knots,five knots,ten knots,,,2
The instructions for the launching procedurs of controls rescue boats and liferafts on an OSV must be approved by the __________.,Naval,B,lease operator,Minerals Management Service,Coast Guard,person-in-charge of the unit,,,3
"If someone suffers a heart attack and has ceased breathing, you should  __________.",Naval,B,"immediately give a stimulant, by force if necessary",make the victim comfortable in a bunk,immediatly start CPR,administer oxygen,,,3
"A person has fallen overboard and is being picked up with a rescue boat.  If the person appears in danger of drowning, the rescue boat should be maneuvered to make __________.",Naval,B,an approach from leeward,an approach from windward,the most direct approach,an approach across the wind,,,3
Which of the actions listed should be taken FIRST to control an oil fire in a fuel oil tank?,Naval,B,Commence draining that tank as quickly as possible.,Seal off all vents to that tank.,Activate the CO2 system to that tank.,Shut off the steam heating coils.,,,2
A person suffering from a heart attack may show which of the following symptoms?,Naval,B,Shortness of breath,Pain in the left arm,Nausea,All of the above,,,4
"The tops of the thwarts, side benches, and the footings of a lifeboat are painted which of the following colors?",Naval,B,International orange,Yellow,White,Red,,,1
"To determine whether or not an adult victim has a pulse, the rescuer should check for the pulse at the __________.",Naval,B,carotid artery in the neck,femoral artery in the groin,brachial artery in the arm,radial artery in the wrist,,,1
The necessity for administering artificial respiration may  be recognized by the victim's __________.,Naval,B,vomiting,blue color and lack of breathing,irregular breathing,unconscious condition,,,2
Artificial respiration may be necessary in cases of __________.,Naval,B,drowning,electrocution,poisoning,All of the above,,,4
You are picking up a person who has fallen overboard. A rescue boat should be maneuvered to normally approach the victim with the __________.,Naval,B,victim to leeward,victim to windward,wind on your port side,wind on your starboard side,,,1
"If you hear more than six short blasts, followed by one long blast on the whistle, and supplemented by the same signal on the general alarm, you should __________.",Naval,B,start the fire pump,go to your man overboard station,go to your lifeboat station,stand by for collision,,,3
"After a person has been revived by artificial respiration, they should be __________.",Naval,B,walked around until he is back to normal,given several shots of whiskey,kept lying down and warm,allowed to do as he wishes,,,3
"If vomiting occurs during a resuscitation effort, the best immediate procedure to follow is __________.",Naval,B,ignore it and continue mouth-to-mouth ventilation,"pause for a moment until the patient appears quiet again, then resume mouth-to-mouth ventilation",switch to mouth-to-mouth ventilation,"turn the patient's body to the side, sweep out the mouth and resume CPR",,,4
"When a person who has fallen overboard is being picked up by a rescue boat, the boat should normally approach with the wind __________.",Naval,B,astern and the victim just off the bow,ahead and the victim just off the bow,just off the bow and the victim to windward,just off the bow and the victim to leeward,,,4
All personnel should be familiar with the lifeboats __________.,Naval,B,boarding and operating procedures,maintenance schedule,navigational systems,fuel consumption rates,,,1
"When administering only mouth-to-mouth resuscitation, you should continue the victim's ventilation rate at how many inflations per minute?",Naval,B,4,8,12,20,,,3
"When administering artificial resuscitation to an adult, the breathing cycle should be repeated about __________.",Naval,B,12 to 15 times per minute,18 to 20 times per minute,20 to 25 times per minute,as afst as possible,,,1
Artificial resuscitation to an adult should be administered  __________.,Naval,B,4 to 6 times per minute,12 to 15 times per minute,20 to 30 times per minute,At least 30 times per minute,,,2
"In order to initiate CPR on a drowning victim, __________.",Naval,B,start chest compressions before the victim is removed from the water,drain water from the lungs before ventilating,begin mouth-to-mouth ventilations,do not tilt the head back since it may cause vomiting,,,3
Which of the following is a correct statement with respect  to inserting an airway tube?,Naval,B,Only a trained person should attempt to insert an airway tube.,A size #2 airway tube is the correct size for an adult.,The airway tube will not damage the victim's throat.,Inserting the airway tube will prevent vomiting.,,,1
"While working in the engine room, you hear seven short blasts followed by one long blast on the ship's whistle, supplemented by the same signal on the general alarm bells. You should __________.",Naval,B,start the fire pump to charge the fire main,standby the main console and await orders from the engineer on watch,go to your fire station,go to your lifeboat station,,,4
You are alone and administering CPR to a an adult victim. How many chest compressions and how many inflations should  you administer in each sequence?,Naval,B,"5 compressions, then 1 inflation","15 compressions, then 2 inflations","20 compressions, then 3 inflations","30 compressions, then 4 inflations",,,2
The MOST important element in administering CPR is __________.,Naval,B,having the proper equipment for the process,treating for shock,administering of oxygen,starting the treatment quickly,,,4
Changing rescuers while carrying out artificial respiration should be done __________.,Naval,B,at ten minute intervals,by not stopping the respiration for more than five minutes,only with the help of two other people,without losing the rhythm of respiration,,,4
Which of the following steps should normally be taken first by those who have boarded a lifeboat in an emergency situation?,Naval,B,Ration food and water supplies,Search for survivors,Determine position and closest point of land,Check pyrotechnic supplies,,,2
You are attempting to administer CPR to a victim.  When you blow into his mouth it is apparent that no air is getting into the lungs.  What should you do?,Naval,B,Raise the victim's head higher than his feet.,Blow harder to force the air past the tongue.,Re-tip the head and try again.,Press on the victim's lungs so that air pressure will blow out any obstruction.,,,3
The rescuer can best provide an airtight seal during mouth-to-mouth resuscitation by pinching the victim's nostrils and __________.,Naval,B,cupping a hand around the patient's mouth,keeping the head elevated,applying his mouth tightly over the victim's mouth,holding the jaw down firmly,,,3
You are along and administering CPR to an adult victim.  How many chest compressions and how many inflations should you administer in each sequence?,Naval,B,5 compressions then 1 inflation,15 compressions than 2 inflations,20 compressions then 3 inflations,30 compressions then 4 inflations,,,2
"When administering mouth to mouth resucitation to an adult, you should breathe at the rate of how many breaths per minute?",Naval,B,4,8,12,20,,,3
The signal for lowering the ship's lifeboats is sounded on  the ship's whistle as __________.,Naval,B,one short blast,two long blasts,three short blasts,one long blast,,,1
You are administering chest compressions during CPR.  Where on the victim's body should the pressure be applied?,Naval,B,Tip of the sternum,Top half of the sternum,Lower half of the sternum,Left chest over the heart,,,3
"You are administering chest compressions on an adult victim during CPR, the sternum should be depressed about __________.",Naval,B,1/2 inch or less,1/2 inch to 1 inch,1 inch to 1-1/2 inches,1-1/2 inch to 2 inches,,,4
Which of the following conditions is a symptom of heat stroke __________.,Naval,B,"cold and moist skin, high body temperature","cold and dry skin, low body temperature","hot and moist skin, high body temperature","hot and dry skin, high body temperature",,,4
Why are lifeboats usually double-ended?,Naval,B,They are more seaworthy and less likely to be swamped or broach to.,They can go forward and backward more easily.,They require less space for stowing aboard ship.,Appearance and traditional styling.,,,1
Physical exertion on the part of a person who has fallen into cold water can __________.,Naval,B,be the best thing to try if there was no rescue in sight,increase survival time in the water,increase the rate of heat loss from the body,not affect the heat loss from the body,,,3
Which of the listed conditions is a symptom of sun stroke?,Naval,B,"Temperature falls below normal, pulse is rapid and feeble,  and skin is cold and clammy.","Temperature is high, pulse is strong and rapid, and skin is hot and dry.","Temperature is high, pulse is slow and feeble, and skin is  clammy.","Temperature falls below normal, pulse is rapid, and skin is clammy.",,,2
Treatment of sunstroke consists principally of __________.,Naval,B,"cooling, removing to shaded area and having the victim lay  down",bathing with rubbing alcohol,drinking ice water,All of the above,,,1
"To effectively treat a person suffering from heat exhaustion, you should __________.",Naval,B,administer artificial respiration,put him in a tub of ice water,give him sips of cool saline solution,take his blood pressure,,,3
The symtoms of heat exhaustion are __________.,Naval,B,slow and strong pulse,flushed and dry skin,slow and deep breathing,pale and clammy skin,,,4
A patient suffering from heat exhaustion should first be  __________.,Naval,B,given mild seawater soultion to drink to replace salt and fluids,kept standing and encouraged to walk slowly and continously,given a glass of water and told to return to work after 15 minutes of rest,moved to a cool room and told to lie down,,,4
Heat exhaustion is caused by excessive __________.,Naval,B,loss of body temperature,loss of water and salt from the body,gain in body temperature,intake of water when working or exercising,,,2
The immersion suit requirements for OSVs apply to units operating in the Atlantic Ocean __________.,Naval,B,above 20 degrees North and below 20 degrees South,above 25 degrees North and below 25 degrees South,above 30 degrees North and below 30 degrees South,above 32 degrees North and below 32 degrees South,,,4
A patient suffering from heat exhaustion should first be __________.,Naval,B,placed in a sitting postion with the head lowered to the knees,kept standing and encouraged to walk slowly and continously,given a glass of water and told to return to work after 15 minutes of rest,directed to move to a cool place unassisted,,,4
In order for the automatic lifeboat drain to operate properly __________.,Naval,B,the cap should be removed to drain the boat when it is waterborne,the cage must be free of rubbish or the ball may not seat properly,there is an automatic ball check located in a siphon tube,the small lever to release the rubber ball float must be turned counterclockwise,,,2
Where would you find a list of the lifesaving equipment onboard your supply boat?,Naval,B,Ship's articles,"Muster List (""Station Bill"")",Certificate of Inspection,U. S. Coast Guard Regulations,,,3
Treatment of heat exhaustion should consist of __________.,Naval,B,moving to a shaded area and lying down,bathing with rubbing alcohol,placing patient in a tube of cold water,All of the above,,,1
"The greatest danger in cold temperatures, when at sea in an inflatable liferaft is __________.",Naval,B,asphyxiation due to keeping the canopy closed,hypothermia caused by the cold temperature,collapsing of the raft due to the cold temperature,starvation,,,2
"You are at sea in an inflatable liferaft.  In high latitueds, the greatest danger is __________.",Naval,B,collapse of the raft due to cold temperaures,asphyxiation due to keeping the canopy closed,hypothermia caused by cold temperature,starvation,,,3
"Inflatable liferafts shall be serviced at an approved servicing facility every 12 months or not later than the next vessel inspection for certification. However, the total elapsed time between servicing cannot exceed __________.",Naval,B,12 months,15 months,17 months,18 months,,,3
Which of the listed procedures should be followed when individuals are rescued in cold climates and suffer from hypothermia?,Naval,B,Give them brandy,Get them to a hot room,Immerse them in a warm bath 104°F (40°),Cover with an electric blanket set for maximum temperature,,,3
A crew member suffering from generalized hypothermia should be given __________.,Naval,B,a small dose of alcohol,treatment for shock,a large meal,a brisk rub down,,,2
"When combating a major electrical fire at sea, the main consideration is __________.",Naval,B,reducing the possibility of electrical shock to personnel,preventing a total loss of electrical power,preventing saltwater damage to electrical equipment,eliminating the toxic fumes from burning insulation,,,1
"By definition, an example of a flammable liquid is __________.",Naval,B,kerosene,gasoline,caustic potash,animal and vegetable oils,,,2
Which of the following persons may command a lifeboat in ocean service?,Naval,B,Licensed deck officer,Able seaman,Certified lifeboatmen,All of the above,,,4
A crew member has suffered frostbite to the toes of his right foot.  Which of the following is NOT an acceptable first aid measure?,Naval,B,Rub the toes briskly.,Elevate the foot slightly.,Warm the frost bitten toes rapidly.,Give aspirin or other medication for pain if necessary.,,,1
Treatment of frostbite is to __________.,Naval,B,rub with ice or snow,rub briskly to restore circulation,wrap tightly in warm cloths,warm exposed parts rapidly,,,4
A crew member has suffered frostbite to the toes of both feet.  You should __________.,Naval,B,immerse the feet in warm water,warm the feet with a heat lamp,warm the feet at room temperature,rub the feet to restore circulation,,,1
The most important reason for taking anti-seasickness pills as soon as possible after entering a liferaft is to __________.,Naval,B,assist in sleeping,reduce appetite by decreasing nausea,prevent loss of body moisture by vomiting,prevent impaired judgement due to motion-induced deliriousness,,,3
"Before attempting to put out a class ""C"" fire involving an  electric-driven centrifugal pump, you should FIRST __________.",Naval,B,insulate your shoes,ground the fire hose,secure its power supply,start the fire pump,,,3
Gasoline is a flammable liquid whose vapors are __________.,Naval,B,heavier than air,toxic,highly explosive,all of the above,,,4
You have abandoned ship and after two days in a liferaft you can see an aircraft near the horizon apparently carrying out a search pattern.  You should __________.,Naval,B,switch the EPIRB to the homing signal mode,use the voice transmission capability of the EPIRB to guide the aircraft to your raft,turn on the strobe light on the top of the EPIRB,use visual distress signals in conjunction with the EPIRB,,,4
Each liferaft container without an indicated maximum stowage height must be stowed at a height not more than __________.,Naval,B,3 meters (10 feet) above the waterline,18 meters (59 feet) above the waterline,indicated on the vessels certificate of inspection,"required by the vessels Muster List (""Station Bill"")",,,2
A crew member is unconscious and the face is flushed.  You should __________.,Naval,B,lay the crew member down with the head and shoulders slightly raised,administer a liquid stimulant,lay the crew member down with the head lower than the feet,attempt to stand the crew member upright to restore consciousness,,,1
Which of the documents listed will describe lifesaving  equipment located aboard your vessel?,Naval,B,"Muster List (""Station Bill"")",Certificate of Inspection,Forecastle card,Clearance papers,,,2
Which proceedure should NOT be done for a person whom has fainted?,Naval,B,Revive the person with smelling salts.,Loosen the clothing.,Lay the person horizontally.,Give pain reliever.,,,4
The proper stimulant for an unconscious person is __________.,Naval,B,tea,coffee,whiskey and water,Ammonia inhalant,,,4
A rescuer can most easily determine whether or not an adult victim has a pulse by checking the pulse at the __________.,Naval,B,cartid artery in the neck,femoral artery in the groin,brachial artery in the arm,radial artery in the wrist,,,1
"If an electric motor catches fire, you should first __________.",Naval,B,use a CO2 extinguisher,cool the motor with air,remove the load,de-energize the circuit,,,4
If the diesel fuel vapors present are within the flammable  range __________.,Naval,B,the vapor air mixture is too rich to burn,an explosion may occur if a source of ignition is present,the vapor air mixture is too lean to burn,the upper explosive limit has been exceeded,,,2
Lifejackets should be stowed in __________.,Naval,B,the forepeaks,the pumproom,readily accessible spaces,locked watertight containers,,,3
An unconscious person should NOT be __________.,Naval,B,placed in a postion with the head lower than the body,given an inhalation stimulant,given somthing to drink,treated for injuries until conscious,,,3
Which should NOT be a treatment for a person who has recieved a head injury and is groggy or unconscios?,Naval,B,Give a stimulant.,Elevate his head.,Stop severve bleeding.,Treat for shock.,,,1
Which of the following conditions will allow for a work vest to be substituted for a lifejacket in the total count of the required lifesaving gear?,Naval,B,When it is approved by the Coast Guard,When working near or over the water,When stowed away from the ring buoys,A work vest may never be counted as a lifejacket,,,4
"A conscious victim who has suffered a blow to the head has symtoms that indicate the possibilty of concussion.  If the patient feels no indication of neck or spine injury, recommended treatment would include __________.",Naval,B,turning the victim's head to the side to keep his airway open,postioning the victim so the head is lower than the body,"giving the victim water if he is thirsty, but no food",elevating the head and shoulders slightly,,,4
"In reviving a person who has been overcome by gas fumes, what would you AVOID doing?",Naval,B,Giving stimulants,Prompt removal of the patient from suffocating atmoshere,Applying artificial respiration and massage,Keeping the patient warm and comfortable,,,1
A person who gets battery acid in an eye should IMMEDIATELY wash the eye with __________.,Naval,B,boric acid soulution,water,baking soda solution,ammonia,,,2
"If a person gets something in his or her eye and you see that it is not embedded, you can __________.",Naval,B,get them to rub their eye until the object is gone,remove it with a match or toothpick,"remove it with a moist, cotton-tipped applicator",remove it with a piece of dry sterile cotton,,,3
"You are transferring fuel from the storage tanks to the day tanks by means of an electric fuel oil transfer pump. If the pump motor catches fire, you would FIRST __________.",Naval,B,secure the fuel manifold,shut off power to the pump,shut off the power ventilation,spray water on the fire,,,2
A victim is coughing and wheezing from a partial obstruction of the airway.  An observer should __________.,Naval,B,perform the Heimlich maneuver,immediatly start CPR,give back blows and somthing to drink,allow the person to continue coughing and dislodge the obstruction on his own,,,4
"While providing assistant to a victim of an epileptic seizure, it is most important to __________.",Naval,B,give artificial respiration,prevent patient from hurting himself,keep the patient awake and make him/her walk if necessary to keep him/her awake,remove any soild clothing and put the patient in a clean bed,,,2
"A shipmate chokes suddenly, cannot speak, and starts to turn blue.  You should __________.",Naval,B,perform the Heimlich maneuver,make the victim lye down with the feet elevated to get blood to the brain,immediately administer CPR,do nothing until the victim becomes unconscious,,,1
A shipmate suffers a heart attack and stops breathing.  You must __________.,Naval,B,administer oxygen,immediately check his pulse and start CFR,make the victim comfotable in a bunk,"immediately give a stimulant, by force if necessary",,,2
A shipmate suffers a heart attack and stops breathing.  You must __________.,Naval,B,"immediately give a stimulant, by force if necessary",make the victim comfortable in a bunk,administer oxygen,immediatly start CPR,,,4
First aid means __________.,Naval,B,medical treatment of accident,setting of broken bones,emergency treatment at the scene of the injury,dosage of medications,,,3
To reduce mild fever the MOST useful drug is __________.,Naval,B,bicarbonate of soda,paregoric,asprin,aromatic spirts of ammonia,,,3
Treatment of sunstroke consists principally of __________.,Naval,B,"cooling, removing to shaded area, and lying down",bathing with rubbing alcohol,drinking ice water,All of the abovve,,,1
What are the symtoms of sunstroke?,Naval,B,"Temperature falls below normal, pulse is rapid and feeble, skin is cold and clammy.","Temperature is high, pulse is strong and rapid, skin is hot and dry.","Temperature is high, pulse is slow and feeble, skin is clammy.","Temperature falls below normal, pulse is rapid, skin is clammy.",,,2
"To extinguish an electrical fire, your FIRST action should  be to __________.",Naval,B,apply a low velocity fog,secure the power,Completely discharge a 15 pound (6.8 kg) CO2 extinguisher,apply mechanical or chemical foam,,,2
"To treat a person suffering from heat exhaustion, you should __________.",Naval,B,administer artificial respiration,put him in a tub of ice water,give him sips of cool water,cover him with a light cloth,,,3
Physical exertion on the part of a person who has fallen into cold water would __________.,Naval,B,be the best thing to try if there was no rescue in sight,increase survival time in the water,increase the rate of heat loss from the body,not affect the heat loss from the body,,,3
Seasickness is caused by rolling or rocking motions which affect fliuds in the __________.,Naval,B,stomach,lower intesines,inner ear,bladder,,,3
Symptoms of seasickness include __________.,Naval,B,fever and thirst,nausea and dizziness,stomach cramps and diarrhea,reddening of skin and hives,,,2
Symptoms of sugar diabetes include __________.,Naval,B,increased appetite and thirst,decreased appetite and thirst,gain in weight,elevated temperature,,,1
The symptons of a fractured back are __________.,Naval,B,leg cramps in the mucles in one or both legs,pain and uncontrolled jerking of the arms and legs,vomiting and involuntary urination or bowl movemnt,pain at the site of the fracture and possible numbness or paralysis below the injury,,,4
What is the procedure for checking for spinal cord damage in an unconscious patient?,Naval,B,"Beginning at the back of theneck, and proceeding to the buttocks, press the spine to find out where it hurts",Prick the skin of the hands and the soles of the feet with a sharp object to check for reaction,Selectively raise each arm and each leg and watch patient's face to see if he resisters pain,Roll patient onto his stomach and prick along the lengh of hos spine to check reaction,,,2
What are the symtom(s) of a ruptured appendix?,Naval,B,Dilated pupils and shallow breathing,Diarrhea and frequent urination,Muscle tenseness in almost the entire abdomen,Extream sweating and redding skin,,,3
Which proceedure should be followed when individuals are rescued in cold climates and suffer from hypothermia?,Naval,B,Give them brandy or other alcholic stimulation to promote a return to an acceptable body temperature.,Move them to a warm room to gradually raise their body temperature.,Keep them mvoing to stimulate ciculation to raise their body temperature.,Warm them under an electric blanket to rapidly regain normal body temperature.,,,2
"When fighting an electrical fire, you should first __________.",Naval,B,stop ventilation to the area,stop the vessel,secure electricity to the circuit,apply CO2 to the fire,,,3
The most effective treatment for warming a crew member suffering from hypothermia is __________.,Naval,B,running or jumping to increase circulation,raising body temperature rapidly by placing hands and feet in hot water,bundling the body in blankets to rewarm gardually,laying prone under heat lamps to rewarm rapidly,,,3
A crew member suffering from hypothermia should be given __________.,Naval,B,a small dose of alcohol,treatment for shock,a large meal,a brisk rub down,,,2
When administering first aid you should avoid __________.,Naval,B,any conversation with the patient,instructing bystanders,unnecessary haste and appearance of uncertainty,touching the patient before washing your hands,,,3
The primary concern in aiding a back injury patient is __________.,Naval,B,relieving the patient's pain by giving asprin or stronger medication,avoiding possible injury to the spinal cord by incorrect handling,preventing convulsions and muscle spasms caused by pain,providing enough fluids to prevent dehydration,,,2
"When personnel are lifted by a helicopter from an inflatable liferaft, the personnel on the raft should __________.",Naval,B,deflate the floor of the raft to reduce the danger of capsizing,inflate the floor of the raft to provide for additional stability,remove their lifejackets to prepare for the transfer,take in the sea anchor to prevent fouling of the rescue sling,,,1
"When a helicopter is lifting personnel from a rescue boat, the other individuals in the boat should  __________.",Naval,B,enter the water in case the person being lifted slips from  the sling,stand on the outside of the boat to assist the person being lifted,remove their lifejackets to prepare for their transfer to the helicopter,remain seated inside to provide body weight for stability,,,4
"""Category 1"" EPIRB's transmit on frequencies that are monitored by __________.",Naval,B,offshore supply vessels,commercial fishing vessels,orbiting satellites in space,naval warships,,,3
When should the emergency position-indicating radio beacon(EPIRB) be activated after abandoning an OSV?,Naval,B,Immediately,After one hour,Only when another vessel is in sight,Only after sunset,,,1
"After having activated the emergency position indicating radio beacon(EPRIB), you should __________.",Naval,B,turn it off for five minutes every half-hour,turn it off and on at five minute intervals,turn it off during daylight hours,leave it on continuously,,,4
Burning electrical insulation is best extinguished by __________.,Naval,B,soda acid,foam,water fog,carbon dioxide,,,4
"If you have to abandon ship, the EPIRB can be used to __________.",Naval,B,hold the lifeboat's head up into the seas,generate orange smoke,seal leaks in rubber rafts,send radio homing signals to searching aircraft,,,4
"When using a handheld smoke signal in a liferaft, you should __________.",Naval,B,activate the signal on the downwind side,activate the signal on the upwind side,activate the signal inside the boat,activate the signal at the stern,,,1
"When using a handheld smoke signal aboard a survival craft, you should activate the signal __________.",Naval,B,on the upwind side of the craft,inside the craft,at the stern of the craft,on the downwind side of the craft,,,4
Which of the following conditions represents the appropriate time for setting off distress flares and rockets?,Naval,B,Only when there is a chance of them being seen by rescue vessels.,At half-hour intervals.,At one hour intervals.,Immediately upon abandoning the vessel.,,,1
When should distress flares and rockets be used?,Naval,B,Only when there is a chance of them being seen by rescue vessels.,They should be set off at half-hour intervals.,They should be set off at one hour intervals.,Immediately upon abandoning the vessel.,,,1
Signaling devices required on inflatble liferafts include a(n) __________.,Naval,B,pistol,orange smoke signal,air horn,lantern,,,2
Signaling devices required on inflatble liferafts include __________.,Naval,B,a rocket shoulder rifle,an oil lantern,red flares,an air horn,,,3
"If a fire occurs in an electric cable, in which the inner layers of insulation, or the insulation covered by armor is burning, you should __________.",Naval,B,secure power to the cable,cut the cable with an insulated cable cutter,separate the two ends,all of the above,,,4
A distress signal __________.,Naval,B,consists of 5 or more short blasts of the fog signal apparatus,consists of the raising and lowering of a large white flag,may be used individually in conjuction with other distress signals,is used to indicate doubt about another vessel's intentions,,,3
All of the following are recognized distress signals under the Rules of the Road EXCEPT __________.,Naval,B,a green star signal,orange-colored smoke,red flares,the repeated raising and lowering of outstreched arms,,,1
"A man aboard a vessel, signaling by raising and lowering his outstretched arms to each side, is indicating __________.",Naval,B,"danger, stay away","all is clear, it is safe to pass","all is clear, it is safe to approach",a distress signal,,,4
Distress signals may be __________.,Naval,B,red flares,smoke signals,sound signals,All of the sbove,,,4
"When a vessel signals her distress by means of a gun or other explosive signal, the firing should be at intervals of aproximately __________.",Naval,B,1 minute,3 minute,10 minutes,1 hour,,,1
You can indicate that your vessel is in distress by __________.,Naval,B,displaying a large red flag,displaying three black balls in a vertical line,sounding four short blats and after two seconds sounding three more rapid blasts on the whistle,continously sounding the fog horn,,,4
Each personal flotation device light on an OSV that has a non-replaceable power source must be replaced __________.,Naval,B,every six months after initial installation,every 12 months after initial installation,every 24 months after initial installation,on or before the expiration date of the power source,,,4
Lifesaving equipment shall be stowed so that it will be  __________.,Naval,B,locked up,readily accessible for use,inaccessible to passengers,on the topmost deck of the vessel at all times,,,2
"When combating a class C fire, which of the following dangers may be present?",Naval,B,Flooding of the vessel,Increased surface area of the burning fluid,Water damage to machinery not involved in the fire,Toxic fumes from burning insulation,,,4
The light on a personal flotation device on a OSV  must be  replaced __________.,Naval,B,when the power source is replaced,each year after installation,every six months,as indicated by the expiration date,,,4
What is the minimum required number of ring life buoys on an OSV on ocean service ?,Naval,B,4,8,12,16,,,2
"Of the required ring life buoys for an OSV on ocean service, how many must be equipped with a waterlight?",Naval,B,1,2,4,8,,,3
"On a OSV, how many ring buoys are required to have a  buoyant line attached?",Naval,B,One ring life buoy,One ring life buoy on each side of the OSV,Three ring life buoys,Two ring life buoys on each side of the OSV,,,2
"Each distress signal and self-activated smoke signal must  be replaced not later than the marked date of expiration,  or from the date of manufacture, not later than __________.",Naval,B,12 months,24 months,36 months,42 months,,,2
"Each EPIRB required on a OSV, other than an EPIRB or SART in an inflatable liferaft, shall be tested using the integrated test circuit and output indicator every  __________.",Naval,B,week,two weeks,month,two months,,,3
"The person-in-charge shall insure that each rescue boat on a OSV is lowered to the water, launched, and operated at least once every __________.",Naval,B,month,two months,three months,six months,,,3
"For a OSV not on an international voyage, an approved substitute for an impulse projected rocket type line throwing appliance is a __________.",Naval,B,spring-loaded line thrower,hand thrown buoyant line,shoulder type throwing gun,heaving line,,,3
How often is the line throwing appliance required to be tested on an OSV ?,Naval,B,Once a month,Once a year,Once a week,Once every four months,,,1
"The most important property of any extinguishing agent used in fighting class ""C"" fires is the agent's __________.",Naval,B,cooling capacity,ability to suppress rekindling,nonconducting property,lack of fumes,,,3
The painter on a rigid liferaft must have a length sufficient to reach the highest waterline plus an additional __________.,Naval,B,5 meters (16 feet),10 meters (31 feet),15 meters (50 feet),20 meters (66 feet),,,4
The painter of an inflatable liferaft must have a minimum length of __________.,Naval,B,36 feet,50 feet,100 feet,300 feet,,,2
